SampleN,Mn_S,Cu_S,Fe_S,Zn_S,Mg_S,K_S,Ca_S,Mo_S,SumTS
F2_1_14,834.0,14.167,27535.5,79.9545,7088.0,6307.5,21163.5,0.4915,0.53259075
F2_1_15,953.5,22.6175,41385.0,88.6475,17278.5,11014.0,59175.5,1.199,1.11614516
F2_2_1,552.0,16.227,22018.0,83.89,5507.0,4138.5,3421.5,1.2025,0.24418115
F2_2_2,925.5,24.749,41397.0,108.741,10341.0,7360.0,19435.5,0.686,0.41063438
F2_2_3,576.0,21.4345,29978.0,90.557,7598.0,5674.0,11606.5,0.5315,0.91336053
F2_2_4,797.5,28.774,45169.5,121.5215,11563.0,11922.5,17774.5,0.919,0.68842933
F2_2_5,739.5,28.7425,40365.0,131.5045,10980.0,10975.5,7155.0,0.621,0.31659446
F2_2_6,809.0,28.5305,38765.0,121.5505,9742.0,7965.5,15831.0,0.727,0.34725309
F2_2_7,832.0,27.254,39078.5,123.089,9915.5,8475.0,17694.5,1.217,0.24002017
F2_2_8,845.0,26.059,41670.0,118.419,10948.0,12119.5,16899.0,1.1425,0.26030367
F2_2_9,778.0,22.838,40299.5,92.6435,10234.5,9057.5,15504.5,0.5755,0.28407186
F2_2_10,959.0,32.5465,45482.0,134.242,11000.5,7532.5,18353.5,0.7735,0.17065082
F2_2_11,756.0,28.308,42419.0,135.2715,10868.0,8233.0,9901.0,1.334,0.27594621
F2_2_12,873.5,22.2285,36098.5,109.625,9785.5,5959.5,11081.0,1.0265,0.76254405
F2_2_13,801.0,24.0475,37930.0,114.2135,9862.5,8532.0,12074.0,0.634,1.38188463
F2_2_14,873.0,26.208,43257.5,147.2025,10590.0,9279.0,15286.0,1.5045,0.22675427
F2_2_15,871.5,24.6265,37276.0,115.1355,10358.5,8282.5,9304.0,0.792,0.22300009
F2_2,668.5,24.101,34223.0,100.6245,8839.5,6491.0,20436.0,0.6055,0.38701702
F3_1_1,722.5,17.7305,32832.5,92.674,10519.5,6857.5,32714.5,0.517,2.79903081
F3_1_3,732.0,13.985,38253.5,70.7745,12549.0,7480.5,43873.0,0.237,2.83157092
F3_1_4,687.5,12.975,35379.5,64.214,11874.5,9536.5,38273.0,0.9815,1.83802981
F3_1_5,743.0,15.6035,27727.0,83.708,8045.5,5431.0,23646.5,0.556,3.08526052
F3_1_6,768.0,16.5805,27086.0,93.63,8151.5,7638.5,23906.0,0.59,3.13560921
F3_1_7,781.5,16.347,30601.5,95.7,9388.0,9353.0,29490.0,0.535,1.30642734
F3_1_8,800.0,16.9455,30502.0,93.647,8786.0,5680.5,26351.5,0.5695,2.76826235
F3_1_9,756.5,13.6845,36010.0,72.267,11112.5,11761.5,27821.5,0.277,1.93863401
F3_1_10,724.5,16.6685,29918.0,86.988,8664.0,5372.0,25284.5,0.6405,2.03827289
F3_1_11,666.5,10.946,29570.0,53.343,8530.5,5198.5,27769.5,0.205,2.37441388
F3_1_12,749.5,17.4235,29184.0,94.5835,8672.5,7965.5,21343.5,0.7215,3.06643302
F3_1_13,730.0,16.22,26754.5,85.869,7789.5,5906.5,21058.5,0.5295,3.58628838
F3_1_14,714.5,20.8755,28276.5,96.701,8635.0,7763.0,23376.5,0.5645,2.12582359
F3_1_15,752.0,12.2755,33122.5,63.119,10070.0,8600.0,29564.0,0.2305,3.09878616
F3_2_1,610.5,18.3435,33260.5,179.931,10325.0,7623.0,14585.0,0.457,0.32694968
F3_2_2,711.0,18.197,38251.5,149.797,12108.5,9395.5,20190.5,0.4885,0.77883597
F3_2_3,630.0,25.308,42665.0,158.7745,12953.0,10336.0,5654.5,0.717,1.32611427
F3_2_4,671.0,24.237,43462.0,110.547,12951.5,12921.0,10703.0,0.5905,0.68683292
F3_2_5,637.0,23.845,40631.5,227.674,10837.0,7093.5,4912.5,0.6555,0.82421603
F3_2_6,623.0,24.8435,42077.0,129.745,10701.5,9550.5,4441.5,0.7805,0.39913993
F3_2_7,605.5,25.961,44460.0,125.994,11048.0,10558.0,4772.5,0.8235,0.72582831
F3_2_8,599.5,20.898,35998.5,190.1485,11025.5,9027.0,8567.5,0.5115,1.19959218
F3_2_9,586.0,20.498,39235.0,141.439,11622.0,12230.5,39742.5,0.522,0.19181638
F3_2_11,600.0,21.618,33510.5,115.1055,9374.5,6480.5,12847.5,0.553,0.42642752
F3_2_12,665.0,16.288,31945.0,98.5235,10023.0,9670.0,7755.5,0.459,0.79715535
F3_2_14,608.0,20.514,36621.0,142.6835,11407.0,12330.0,14064.0,0.5345,0.56533891
F3_2_15,644.0,18.512,33937.5,91.1275,10824.5,8496.5,13104.5,0.4675,0.08896571
F4_1_5,452.122678,36.02691938,29483.36238,47.89954761,3573.606136,2646.248048,2460.151649,0.484998674,1.34620929
F4_1_6,433.8395144,34.43523707,27848.36004,45.26328669,3512.423561,2805.126839,2096.732936,0.440305532,1.15578807
F4_1_7,339.666938,38.290087,25914.91239,42.63512312,3349.872408,2607.227892,2711.912938,0.468616734,0.15492265
F4_1_8,370.3345981,38.86170304,27618.53273,41.12215118,3774.363711,2885.361449,2314.517907,0.450205953,1.24257502
F4_1_9,361.541084,29.61347632,27014.5789,42.29457607,3340.856397,2186.162707,3073.391669,1.661376005,1.23118989
F4_1_10,461.4327385,32.08984743,28753.08162,43.49251291,3606.159758,2439.784389,2780.790193,1.083469055,1.24302666
F4_1_11,371.790489,32.30712142,22466.93713,41.88226483,3212.303961,2017.841991,3293.764676,0.842038033,1.15685076
F4_1_12,308.930907,31.37801789,24806.70431,35.81809705,3424.505611,2302.375249,1744.098417,0.711296699,3.80345308
F4_1_13,502.57379,29.29400548,26473.65135,38.56759656,3191.248306,2400.904462,2304.232308,0.961978704,0.95282115
F4_1_14,400.009446,29.14758626,26134.54607,30.59073255,3043.006626,2299.126152,1356.779816,0.809241568,1.10200971
F4_1_15,346.7651891,38.97602496,26318.53365,40.62847835,3276.928817,2449.402053,2074.812347,0.841817548,0.57206052
F4_2_1,489.2979473,35.11576427,22749.46593,36.45553021,5470.834313,3896.545141,11161.01563,0.334984852,1.93645899
F4_2_5,334.6578541,23.35873349,19964.92343,32.85222177,5297.022604,3655.154636,14415.39462,0.276577303,1.22373487
F4_2_6,367.8896897,23.97430697,20101.55514,32.71944097,5281.002325,3433.784048,16751.56452,0.278773391,0.92634659
F4_2_7,419.3362341,28.14427776,24372.75587,40.54720294,6428.86821,4334.80001,13236.40886,0.30169194,0.7998467
F4_2_8,402.6868002,27.23254302,25327.81378,40.10462846,6393.857119,4272.481003,10447.33635,0.466383338,0.83589292
F4_2_9,438.7790451,26.15830573,25917.53445,39.24581607,6336.702042,4257.191605,11887.11467,0.323662939,2.6395929
F4_2_10,366.2173961,23.50387373,22717.99041,33.59591123,5320.848027,3426.571829,10408.38837,0.537956674,1.05706905
F4_2_11,433.6833034,26.17759077,24302.31856,40.01692171,5982.376937,4298.307165,9058.155889,0.46050145,0.89443681
F4_2_12,472.6533679,29.71581733,25638.8644,47.50400323,6498.812799,4332.582568,12624.40698,0.416446673,1.02997322
F4_2_13,519.164244,25.4014599,27391.23375,42.40403109,6780.213652,5073.432163,8366.150314,0.385421107,1.1408148
F4_2_14,447.1859858,26.14643657,26670.91342,43.22564806,6439.806894,4622.849085,9029.108101,0.39867372,0.64833324
F4_2_15,387.9150395,23.76145252,24256.3452,37.29869234,5742.767558,3958.989389,9567.067377,0.373968515,0.80313876
F5_1_1,529.0,17.455,27177.5,84.9925,7797.0,5535.0,8700.0,0.7195,3.2548662
F5_1_2,434.5,18.972,31273.5,91.8325,9582.0,6768.0,7928.0,0.449,3.9336417
F5_1_3,416.0,17.159,30542.5,90.169,9640.5,8021.0,8807.5,0.416,3.99739359
F5_1_4,637.0,17.2895,33089.5,85.4625,9440.5,7928.5,5701.5,0.511,2.68835069
F5_1_5,424.0,19.134,27403.5,94.0635,7786.0,5535.5,5585.5,0.6255,1.77071839
F5_1_7,485.5,17.909,30844.0,91.125,9848.0,8502.0,10718.5,0.4755,1.70532101
F5_1_8,379.5,17.541,27105.5,85.5635,8239.5,5902.0,7432.5,0.4165,2.43857391
F5_1_9,474.0,18.7375,33268.0,93.3175,9701.5,7453.0,6555.0,0.8275,3.783397
F5_1_10,566.5,18.18,32468.0,86.313,9201.5,5878.0,7457.5,0.519,5.12343352
F5_1_11,414.0,16.688,28712.0,88.177,7961.0,5089.0,6156.0,0.5015,6.29487138
F5_1_12,556.0,19.139,33932.0,91.4075,9428.0,6192.5,7003.0,0.505,2.22585837
F5_1_13,416.0,16.6665,29553.0,83.282,7898.0,4578.0,5806.0,0.4445,4.6313798
F5_1_14,489.5,18.1085,34198.5,94.257,9571.5,6590.5,6640.5,0.4625,1.75665674
F5_1_15,392.0,18.697,31043.5,87.263,9059.5,6513.5,5964.5,0.466,4.65193397
F5_2_1,693.5,23.0905,32127.5,85.0685,11135.0,8393.0,61975.5,1.3935,1.36996597
F5_2_2,308.0,14.163,24934.5,66.8025,7231.0,6030.0,3252.5,0.6405,1.52726623
F5_2_3,793.0,24.7025,37109.5,82.1585,12147.5,11343.5,47501.0,1.2515,1.37714565
F5_2_5,607.0,14.7305,35365.5,81.018,13133.0,11607.5,30948.0,0.403,1.48435879
F5_2_6,599.5,15.211,34599.0,94.4495,12543.0,11627.5,24316.0,0.4905,1.34088368
F5_2_7,430.0,13.4515,29610.5,67.663,10699.0,8118.0,26954.0,0.4125,3.50396672
F5_2_8,624.5,22.015,38528.0,103.3195,11802.0,11868.5,11537.0,0.976,1.99401213
F5_2_9,772.0,22.1005,36223.5,85.4915,12561.5,8700.5,63552.5,1.291,3.29688957
F5_2_10,403.0,19.743,25610.0,70.9155,6607.0,6254.5,3670.0,1.023,1.92668551
F5_2_11,675.5,22.46,38773.5,107.4355,11612.5,11316.0,8631.0,1.8275,0.54937416
F5_2_12,542.5,8.6505,23968.0,52.899,9013.5,6558.5,34099.0,0.34,0.81659843
F5_2_13,675.0,19.7335,34897.0,92.3235,10569.5,11148.5,10264.5,1.147,1.23965206
F5_2_14,508.0,24.2395,22390.0,60.9855,5909.0,5266.0,3994.0,0.734,0.77244784
F5_2_15,305.5,14.3,25472.5,64.1935,7344.0,6147.5,3138.0,0.6805,2.57503698
F5_3_1,386.5,15.2835,23395.5,72.91,8584.0,5457.0,9791.5,0.199,1.45946923
F5_3_2,471.5,17.1055,27894.0,89.5765,10279.0,5791.5,11812.0,0.272,1.1787195
F5_3_3,480.5,18.5865,29998.0,83.6635,10684.5,5389.0,10774.0,0.2655,0.792637
F5_3_4,439.5,19.289,30966.5,101.4285,11956.5,8410.0,13480.0,0.267,0.95999203
F5_3_5,453.5,19.807,32729.5,104.4355,12713.0,11585.5,14060.0,0.2875,0.75855956
F5_3_6,354.5,15.139,23826.5,78.175,8890.0,4337.5,10904.5,0.285,1.83846591
F5_3_7,612.5,18.1895,31953.5,92.2655,12279.0,8894.5,23386.0,0.414,1.03012658
F5_3_8,430.0,15.612,27470.0,125.702,10014.0,5489.0,13404.5,0.376,1.31395388
F5_3_9,500.5,72.2795,33796.5,112.943,12506.5,8905.0,13366.0,0.8035,1.33649103
F5_3_10,386.5,15.8705,26476.0,78.0645,9814.0,5831.0,10521.5,0.278,0.8363071
F5_3_11,480.5,20.7925,29550.0,101.2375,11449.5,9164.0,15934.5,0.3725,1.66914979
F5_3_12,484.0,18.348,30091.0,88.1855,11095.5,7934.5,11657.0,0.4435,1.21967141
F5_3_13,385.5,13.3715,24273.0,70.8365,8868.5,4493.5,11675.0,0.1795,3.60910528
F5_3_14,493.0,16.7455,24829.0,83.291,7768.5,3396.5,4897.5,0.5845,1.39494103
F5_3_15,392.0,14.5005,25965.5,79.3965,9920.5,7348.0,11756.0,0.222,0.63941215
F6_1_1,776.5,14.803,36834.5,125.364,15375.0,8426.5,48080.5,1.0845,4.92524006
F6_1_2,844.0,15.4025,37012.0,127.206,15278.0,7445.0,45812.0,1.1335,2.48386359
F6_1_3,848.0,15.099,36937.5,102.8105,15945.5,9279.0,44636.5,1.019,3.04334446
F6_1_4,902.5,13.2485,41136.0,83.686,17433.5,10339.5,52089.0,0.9495,3.013275
F6_1_5,1021.0,12.292,40038.5,80.053,17207.5,12551.0,66597.5,0.8765,2.91520684
F6_1_6,809.5,16.0485,40011.5,105.9285,17372.0,12663.0,48524.0,1.0635,1.51109573
F6_1_7,1047.0,14.1325,39246.5,106.274,17426.5,13114.5,59909.0,1.196,4.63084877
F6_1_8,852.0,16.356,41436.0,129.709,18025.5,14606.5,48693.0,1.2645,3.20522347
F6_1_9,810.5,13.903,39508.5,99.3715,17738.0,13432.5,47089.0,1.0205,4.65176224
F6_1_10,899.5,14.147,40009.0,106.254,18279.0,14745.0,46825.0,1.0135,1.42070151
F6_1_11,759.0,15.4935,40178.0,103.5365,17763.5,15333.5,47487.0,1.1975,1.4892505
F6_1_12,821.5,15.659,40092.5,128.6025,17548.0,13413.0,44359.0,1.2845,2.20822973
F6_1_13,874.0,14.171,38806.5,90.6555,16995.5,10638.0,47527.5,1.2775,3.72312783
F6_1_14,775.0,14.872,38193.0,94.144,16354.5,9503.0,45907.5,1.027,4.27225963
F6_1_15,821.0,15.7825,39665.0,99.2185,17079.0,11054.5,53211.5,1.088,3.86092665
Z1_1_5,598.1968798,34.17341763,29481.39639,42.76386377,10154.32379,4348.211947,37519.31349,0.457800713,3.77168863
Z1_1_6,620.5449716,35.99629583,30753.23385,43.6769599,10673.06141,4513.791924,38700.79386,0.476967354,5.03223922
Z1_1_7,573.5396775,31.74120217,28423.87518,42.6647737,9945.150776,4197.847158,36356.00895,0.453142406,0.76094019
Z1_1_9,565.5177801,31.72576573,28233.42798,40.3442218,9767.924202,4099.099994,35515.23363,0.429768641,4.43764244
Z1_1_11,577.1561309,32.22235788,29293.75454,42.71041626,9999.902096,4254.335376,36176.35658,0.444525906,3.0814277
Z1_1_12,651.5241489,36.30158583,32057.33819,48.89962603,10818.68902,4741.2596,40393.43617,0.516302258,2.33566698
Z1_1_13,557.2727403,38.70166144,28080.09938,45.94112387,9569.171527,4049.574342,35546.23621,0.588761847,1.91269051
Z1_1_14,515.3856647,34.31822108,25804.66523,41.0853305,8970.464832,3896.627467,32092.60467,0.397005305,2.92627147
Z1_1_15,489.2454794,33.54241737,24600.48332,39.20579066,8402.007888,3706.311728,30462.56324,0.397012225,2.9354537
Z1_2_6,488.7530389,36.61826861,24011.02991,39.00115746,8467.01044,3605.827202,29707.59178,0.751350024,2.75958693
Z1_2_7,534.7746041,39.73361105,26232.79073,52.39278329,9433.094209,3903.041461,35920.17262,0.482706335,5.6682473
Z1_2_8,462.8669099,34.55694201,22477.27686,46.06166652,8029.073468,3400.00834,29185.31605,0.612259556,1.02735104
Z1_2_9,436.7841392,37.12853804,21112.55553,51.27351691,7719.142035,3383.177839,30337.94324,0.333528607,2.1969899
Z1_2_10,452.0497489,36.69646637,22605.43971,45.15549396,8150.555221,3653.995928,31018.86118,0.368210075,0.80757404
Z1_2_11,538.3572163,42.84923089,26520.60401,52.37662128,9556.000154,4201.398896,36011.61858,0.422937434,6.07724915
Z1_2_12,528.0715393,38.02626551,25471.36561,50.24311116,9292.33229,3913.659465,35133.67544,0.391986712,2.85721262
Z1_2_13,442.5665364,42.83362294,21592.19492,44.31228444,7847.404937,3348.504995,31102.802,0.366112704,2.41929069
Z1_2_14,492.0209852,32.97193032,23715.1991,42.41040546,8364.296501,3722.928295,30721.31436,0.409394032,3.22872605
Z1_2_15,482.0121758,37.01625866,23117.97689,45.73049414,8359.283924,3797.59194,31420.98742,0.609581451,4.90295357
Z1_3_1,311.4669864,31.22603872,19517.5475,36.00968642,6943.914373,2682.202247,34469.88772,0.268450639,3.4702404
Z1_3_2,359.5643825,31.98173739,22664.23257,37.65351492,7828.559928,3189.500584,39493.27234,0.276675972,4.13733194
Z1_3_3,322.0675646,34.69292277,19630.29654,37.2422985,7028.033532,2802.077396,35988.33405,0.303250507,1.26805424
Z1_3_4,388.5423799,35.86393696,22958.81087,42.2771946,7622.792528,3403.727791,39398.21647,0.441550598,1.7833545
Z1_3_5,345.8275233,34.69715545,21512.49488,41.0957386,7591.735786,3469.306714,38785.78783,0.342151116,2.24106387
Z1_3_6,394.6903013,35.10829131,23616.48159,39.79402948,7892.012756,3526.484902,33277.76792,0.277716557,1.73955472
Z1_3_7,405.7567637,38.77029094,24067.01333,44.44467587,8318.624552,4045.533024,41437.10389,0.297564573,1.31875441
Z1_3_8,366.8264404,34.22331162,20671.38032,40.81596595,7013.526675,3447.854866,32276.84532,0.25349642,9.19573539
Z1_3_9,392.0358462,40.95886324,23279.0149,44.12727782,7908.063694,3912.825496,35608.33739,0.334228285,3.23435605
Z1_3_10,392.0389758,39.50908309,22786.8337,42.53808782,7799.888383,3971.361734,36414.2556,0.306799589,4.99914053
Z1_3_11,314.5891811,33.21477117,17810.14384,37.13929607,6215.609397,2838.767509,31300.86718,0.231588141,4.34578113
Z1_3_12,453.7816801,45.48239926,26501.49943,51.55274617,9024.176437,4350.583758,41109.69553,0.324261675,1.33003317
Z1_3_13,589.4762929,49.64154122,28344.67215,57.16648927,10195.05384,4343.467639,40806.21992,0.449450731,0.88871221
Z1_3_14,465.8712416,44.82695847,27354.95631,52.52857909,9392.660506,4897.1247,44233.45048,0.343298875,4.43006247
Z1_3_15,398.8093063,36.28288591,23676.78521,48.91530986,8501.407387,3777.479786,46752.28102,0.302277283,1.68499488
Z1_4_5,354.8813445,32.55763673,18737.7682,45.56217081,7330.99644,2844.226174,29494.33461,0.279758158,7.97781793
Z1_4_6,359.4502113,35.5245982,18914.00757,48.53524485,7452.899444,2845.603133,30325.01381,0.332067259,12.7339757
Z1_4_7,377.7712206,32.31013242,19989.00056,49.10393023,7888.250714,3052.876463,31498.4158,0.3173887,6.8835105
Z1_4_8,345.6055521,32.02884373,18421.95993,49.20795152,7394.546564,2845.73489,30090.30743,0.329101884,10.7015336
Z1_4_9,339.7095815,35.3074355,17967.33614,48.99959715,7224.969633,2694.251623,31341.33343,0.317779536,10.283748
Z1_4_10,388.4308461,32.32176652,20389.66185,50.14695474,7957.901774,3042.78613,32005.13071,0.338969167,6.90396357
Z1_4_11,349.7672709,32.9304482,18544.5725,49.77196482,7385.585151,2761.430223,30487.74871,0.302164051,7.26325114
Z1_4_12,337.0708117,33.35218262,17969.95323,46.91734076,7157.731093,2654.13631,29382.69288,0.298904677,10.0816608
Z1_4_13,336.9993488,34.74550884,17658.59844,48.25699024,6988.177648,2643.663259,28545.44808,0.287354419,8.33662316
Z1_4_14,388.3070386,36.03403864,20527.65574,52.01660378,8167.940071,3043.052676,33413.86879,0.328296311,6.40584489
Z1_4_15,340.8491468,33.20219733,18080.37872,47.12543392,7268.551049,2764.915412,31084.57728,0.407698921,5.79162483
Z2_1_1,447.5,18.9,32711.5,54.653,8497.5,8000.5,6348.5,0.292,2.64029263
Z2_1_2,454.5,17.8655,31991.0,55.583,8351.0,6471.0,6234.5,0.587,2.55695422
Z2_1_3,560.0,18.802,37370.0,55.186,10042.5,9391.0,7772.0,0.075,7.277125
Z2_1_4,480.5,16.3715,32503.0,51.6105,8674.5,9020.5,6929.5,0.0495,2.3879476
Z2_1_5,610.0,18.494,34605.5,54.035,9514.5,9925.0,8137.5,0.065,4.49168083
Z2_1_6,467.5,17.555,31907.0,50.387,8579.5,7728.0,6839.0,0.044,9.31398302
Z2_1_7,484.0,18.35,32982.0,53.4235,8853.0,7394.5,6863.5,0.049,3.77270793
Z2_1_8,466.5,16.925,31596.5,49.599,8455.5,6323.0,6645.0,0.257,3.92452716
Z2_1_9,484.5,16.4745,32664.0,49.228,9046.0,8085.0,7161.5,0.8265,6.69884866
Z2_1_11,660.0,18.683,34186.0,58.55,9226.5,7619.0,7184.0,0.1105,4.87256559
Z2_1_12,582.5,17.8115,34300.5,54.5435,9198.0,7481.5,7077.5,0.069,6.05389804
Z2_1_13,454.0,18.5175,31244.5,53.3345,8329.5,6232.0,6178.5,0.128,6.48388236
Z2_1_14,498.5,18.694,32815.5,58.9895,8873.5,9058.5,6855.0,0.0965,2.56001131
Z2_1_15,531.5,20.675,35662.0,58.315,9420.5,7433.0,6799.0,0.115,2.40498741
Z2_2_1,652.5,22.0925,36300.5,64.884,9598.5,7094.5,9321.0,0.1205,5.63495169
Z2_2_2,563.0,22.0845,35689.0,67.018,9708.0,9297.5,8710.5,0.1445,1.76170416
Z2_2_3,588.0,21.1825,35214.5,65.4945,9492.5,9772.0,8608.0,0.084,4.56397242
Z2_2_4,612.0,20.5485,36204.5,59.085,9727.5,7614.5,8880.0,0.141,6.43509256
Z2_2_5,577.0,21.1825,34141.0,61.0765,9190.5,7017.0,8766.5,0.074,1.85754761
Z2_2_6,571.0,19.6765,31933.5,60.231,8306.5,6487.0,7518.0,0.1025,3.58190384
Z2_2_7,449.0,18.765,31056.5,52.858,7805.5,5270.5,6656.0,0.1,0.9807831
Z2_2_8,514.5,19.983,32975.0,61.2755,8634.5,7333.5,7278.5,0.185,3.61625811
Z2_2_9,516.0,17.846,31912.5,53.47,8737.5,8847.5,8001.0,0.1445,2.33399683
Z2_2_10,522.5,19.8555,31823.5,60.0795,8671.0,5682.5,8272.5,0.313,4.79724562
Z2_2_11,768.0,19.112,30662.5,56.3,8119.0,5574.0,6879.0,0.1255,2.4589621
Z2_2_12,458.5,19.603,31326.5,61.7275,8075.0,5883.5,7266.0,0.064,17.2384501
Z2_2_13,946.5,19.775,32769.5,60.299,8774.5,7830.0,8220.5,0.1035,4.82400501
Z2_2_14,529.0,18.786,32184.0,56.1645,8622.0,6752.5,8527.5,0.142,3.64202562
Z2_2_15,963.5,19.858,34943.0,57.975,9064.5,7568.5,8105.5,0.208,5.29607306
Z2_2_6d,556.5,20.778,36266.5,59.321,9136.5,7239.0,7898.5,0.0305,4.47882912
Z3_1_2,538.5,19.7555,32129.5,58.2045,9014.0,6570.5,6900.0,0.141,2.16890205
Z3_1_3,499.0,17.722,31213.0,56.737,9027.5,7633.0,6982.5,0.0855,0.28204086
Z3_1_4,533.0,18.0925,30562.5,53.895,9029.0,5409.0,6626.0,0.164,5.55467997
Z3_1_6,521.5,17.9695,31000.0,63.6945,9040.5,5187.5,6444.0,0.3445,8.44901465
Z3_1_7,561.5,20.0285,33543.0,56.784,9862.0,8060.0,7097.5,0.1175,0.93154375
Z3_1_8,503.5,19.9,32655.0,58.794,9616.0,5929.5,6739.0,0.137,2.2964122
Z3_1_9,479.5,19.135,32042.0,60.63,9447.5,7073.0,7296.5,0.199,4.32220766
Z3_1_10,567.0,20.9,34950.0,61.942,10188.5,6610.0,7441.5,0.121,2.42808477
Z3_1_11,513.0,19.331,32276.5,55.4585,9458.0,7747.0,6950.0,0.1155,0.67625082
Z3_1_12,492.5,19.3585,30918.5,56.741,9258.5,6444.0,6365.5,0.068,4.16623362
Z3_1_13,499.0,18.9225,32247.5,58.277,9237.0,5471.0,6330.5,0.0845,3.81847994
Z3_1_14,679.5,20.505,40778.5,57.252,9386.5,7814.0,6810.5,0.7155,0.40412149
Z3_1_15,505.5,18.1725,32436.5,57.3135,9305.0,5424.0,6336.0,0.0875,1.13317022
Z4_1_1,448.0,18.65,27923.0,65.9815,8480.0,4352.0,6473.0,0.1845,3.48835599
Z4_1_2,452.0,17.774,27081.0,55.3445,8125.0,3447.0,6033.5,0.5515,2.58192239
Z4_1_3,433.5,17.391,25577.5,58.9745,7908.0,4136.0,6406.0,0.0575,2.12363249
Z4_1_4,510.5,18.7335,31285.0,55.0345,8028.0,3740.0,6011.0,0.1345,2.90168475
Z4_1_5,439.0,17.741,26831.0,53.8345,8305.5,4894.0,7328.0,0.1185,1.40017472
Z4_1_6,507.0,18.7815,27570.0,58.02,8362.0,5293.5,6851.0,0.103,1.33575237
Z4_1_7,430.0,15.791,25691.0,48.9655,7998.5,5719.0,6511.0,0.154,1.59424114
Z4_1_8,588.5,17.656,27684.5,56.3865,8356.0,5985.5,6583.5,0.093,3.03017868
Z4_1_9,396.0,18.167,27198.0,54.7705,7972.5,4519.0,6025.5,0.109,3.38708705
Z4_1_10,509.5,20.0475,30611.0,57.984,9203.0,6314.5,7510.5,0.081,3.35651713
Z4_1_11,588.5,18.697,30252.5,65.201,8910.5,6199.0,7075.5,0.0855,3.1457217
Z4_1_12,502.5,19.3215,29324.0,64.9035,8787.0,6137.5,7013.5,0.139,3.32929454
Z4_1_13,524.0,17.7415,27382.0,58.8085,8503.0,6171.5,7033.5,0.074,3.35077816
Z4_1_14,490.0,20.7755,31027.0,66.5425,9281.0,6955.5,7256.5,0.123,1.76770967
Z4_1_15,417.5,19.793,26494.5,57.904,7561.5,4109.0,5918.0,0.0755,2.30053466
Z4_2_1,415.5,25.6155,27904.0,145.683,8276.0,2933.5,5343.5,0.3635,8.83438572
Z4_2_2,420.5,23.7165,30274.0,75.067,9007.0,3970.5,5966.5,0.0895,7.57861514
Z4_2_3,449.5,21.37,28555.0,85.414,8780.5,4543.5,6204.5,0.0835,9.50189452
Z4_2_4,511.0,23.5355,28897.0,76.2595,8795.5,4727.5,6154.0,0.136,8.90982755
Z4_2_5,415.0,22.339,29766.0,72.257,8931.0,4374.5,6526.5,0.1075,7.86681404
Z4_2_7,442.5,23.653,28176.5,78.478,8569.5,3142.5,5650.5,0.0865,4.65992306
Z4_2_8,426.0,22.676,27761.5,127.973,8455.5,2541.5,5505.5,0.2355,4.8743872
Z4_2_9,417.5,22.726,27313.0,79.6755,8774.0,4191.5,6264.0,0.158,4.06466604
Z4_2_10,435.5,24.574,27942.0,72.837,8878.5,3700.0,5755.0,0.0945,5.86137101
Z4_2_11,402.0,24.8855,28343.0,119.4845,8626.0,2847.5,5914.0,0.265,4.28750387
Z4_2_12,399.5,22.1025,26616.5,86.0395,8115.5,2612.5,5205.5,0.343,6.58626243
Z4_2_13,743.0,22.545,29497.0,69.638,8829.0,3337.5,5739.0,0.0955,6.6878715
Z4_2_14,521.0,22.4535,31515.5,79.1095,9754.0,3529.5,6380.5,0.0605,6.27146262
Z4_2_15,529.0,21.074,28425.5,69.541,9493.5,3961.5,5916.5,0.126,4.97515499
Z4_3_1,587.0,16.2405,29209.5,66.064,6894.5,5325.0,6691.0,0.0115,5.44516964
Z4_3_2,1235.5,18.743,37857.5,75.628,7779.5,5903.0,7289.5,0.026,3.57716573
Z4_3_3,559.5,18.848,28326.5,76.806,6483.0,5192.0,5772.5,0.4225,2.05164089
Z4_3_4,569.5,18.7,28507.5,66.7465,6560.0,5197.0,6043.5,0.031,5.24770949
Z4_3_5,584.0,17.255,33541.5,58.557,7823.5,5424.0,6793.0,0.0435,3.47571454
Z4_3_6,1244.0,16.1635,31803.0,73.7455,6941.0,5873.0,6292.5,0.1685,5.53866163
Z4_3_7,650.5,19.4135,30382.0,62.594,12015.5,8836.0,58464.5,0.1235,4.03692243
Z4_3_8,757.5,15.8465,30648.5,65.045,7141.5,5306.0,6695.5,0.7715,1.62501424
Z4_3_9,769.0,16.509,28087.5,62.9615,6372.5,4123.5,5595.5,0.06,1.50392927
Z4_3_10,501.0,15.2455,25425.5,53.107,5815.5,3572.0,5096.0,0.093,2.44388853
Z4_3_11,547.0,14.821,25787.5,57.697,6190.0,3952.5,5525.5,0.001985626,4.6709736
Z4_3_12,491.0,15.283,22940.0,54.0365,5279.0,3191.0,4710.0,0.001985626,2.35781673
Z4_3_13,576.0,16.453,26068.5,74.331,6079.0,4789.0,5896.0,0.0565,2.61926825
Z4_3_14,473.5,15.6705,26380.5,63.599,6300.0,5197.5,5927.5,0.088,5.11287029
Z4_3_15,633.0,16.906,37890.5,65.428,10525.0,8104.5,8373.0,0.2815,4.20922259
