SampleN,Y_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Th_S,SumTS
D5_2_14,14.613,32.964,69.634,7.7465,29.5575,5.702,1.0745,4.756,0.781,3.3485,0.786,1.715,1.3995,11.711,5.73565318
D5_2_15,14.4525,33.169,70.2825,7.741,29.383,5.6685,1.0955,4.842,0.792,3.4155,0.8005,1.734,1.423,12.8425,11.4314107
D6_1_1,15.373,33.0575,68.066,7.682,28.884,5.4955,0.8805,4.4335,0.5205,3.135,0.5615,1.499,1.212,10.232,6.70535024
D6_1_2,14.4285,31.322,64.2975,7.175,27.0405,5.1505,0.8035,4.1765,0.484,2.9195,0.527,1.3875,1.115,10.2135,3.06641411
D6_1_3,13.7625,30.2005,61.562,6.9355,26.1005,4.9555,0.7755,3.948,0.454,2.7875,0.504,1.327,1.07,9.134,3.25015117
D6_1_4,15.706,34.8055,71.4855,7.9645,29.8425,5.5765,0.8795,4.43,0.5165,3.096,0.5595,1.4715,1.181,10.4255,3.41579536
D6_1_5,14.566,31.396,64.4215,7.216,27.3285,5.1465,0.83,4.1725,0.4845,2.9655,0.54,1.434,1.1535,9.6825,1.62641927
D6_1_6,14.567,31.351,64.445,7.2655,27.233,5.1635,0.8215,4.1685,0.482,2.9215,0.522,1.3815,1.0975,9.416,7.1263649
D6_1_7,13.6225,30.0255,61.048,6.8605,25.8345,4.9125,0.781,4.043,0.4655,2.861,0.524,1.374,1.096,9.24,2.07730225
D6_1_8,13.812,28.0655,57.81,6.5055,24.5025,4.617,0.725,3.7215,0.427,2.635,0.475,1.254,1.0065,8.632,3.01600937
D6_1_9,15.1415,32.731,67.395,7.535,28.0845,5.286,0.829,4.246,0.486,2.9315,0.527,1.401,1.1145,9.862,8.52748965
D6_1_10,15.1615,32.047,65.462,7.3575,27.6955,5.2465,0.8505,4.227,0.494,2.9815,0.5385,1.4385,1.1485,9.721,3.07703019
D6_1_11,14.118,31.1685,63.8475,7.1425,26.8125,5.0755,0.7995,4.0895,0.471,2.866,0.5175,1.3705,1.102,9.5185,1.71295371
D6_1_12,14.945,33.446,68.2035,7.6205,28.6495,5.4345,0.8545,4.3995,0.514,3.105,0.563,1.4855,1.1935,10.732,2.47528879
D6_1_13,13.6965,30.501,62.3115,7.007,26.4025,4.974,0.7875,4.0305,0.4655,2.8285,0.5155,1.3555,1.0965,9.629,3.89301585
D6_1_14,14.6805,32.6085,66.962,7.4545,28.0305,5.2825,0.834,4.282,0.498,3.0285,0.5475,1.4435,1.1535,10.2385,1.62482696
D6_1_15,15.467,33.382,69.029,7.7855,29.226,5.523,0.8695,4.421,0.5205,3.14,0.5695,1.505,1.219,10.515,3.45660386
E1_1_1,14.5365,32.232,67.4025,7.563,28.5985,5.6025,1.0755,4.7605,0.775,3.305,0.7705,1.6515,1.3265,10.741,1.07059443
E1_1_3,18.651,36.5765,77.359,8.5165,32.239,6.2755,1.198,5.3205,0.858,3.7895,0.8675,1.9375,1.5785,12.7955,5.86022787
E1_1_4,19.0245,38.2655,78.209,8.9615,34.306,6.713,1.236,5.6775,0.743,3.976,0.7045,1.8915,1.5815,13.882,5.03214112
E1_1_5,17.1075,35.1815,74.292,8.1225,30.594,5.9805,1.1655,5.066,0.8265,3.6115,0.8355,1.858,1.518,12.203,2.30807107
E1_1_6,19.0995,38.0075,76.0165,8.741,33.3055,6.504,1.2075,5.4695,0.7085,3.7935,0.6705,1.801,1.501,12.776,2.02384006
E1_1_7,16.855,32.2855,69.038,7.6435,28.7375,5.6135,1.091,4.8045,0.7865,3.355,0.7895,1.7075,1.3835,10.698,10.2252121
E1_1_8,16.806,33.409,71.296,7.85,29.694,5.764,1.1215,4.917,0.803,3.493,0.8145,1.7935,1.4495,11.405,3.69559448
E1_1_9,18.059,35.829,76.395,8.364,31.5945,6.1385,1.183,5.1825,0.8365,3.6635,0.84,1.8655,1.5115,11.6705,3.13585735
E1_1_10,18.262,36.586,75.43,8.629,32.794,6.4255,1.189,5.4095,0.7035,3.768,0.662,1.771,1.487,12.7715,1.68870064
E1_1_11,16.475,33.597,70.8465,7.8295,29.424,5.7215,1.0935,4.8355,0.793,3.404,0.7935,1.7215,1.388,11.44,2.03966979
E1_1_12,15.891,32.113,67.3655,7.4355,27.881,5.419,1.033,4.577,0.7535,3.21,0.7645,1.6485,1.316,10.6595,2.79884659
E1_1_14,19.639,38.415,81.9575,8.9465,33.7295,6.5175,1.26,5.5145,0.8795,3.9005,0.883,1.978,1.609,12.954,11.424152
E1_1_15,15.597,29.986,63.7885,7.0545,26.5605,5.2265,1.0055,4.394,0.7365,3.1155,0.747,1.5895,1.274,9.597,4.74767186
E1_2_1,14.2575,28.9665,61.704,6.845,25.9055,5.1875,0.9675,4.4255,0.5705,3.1185,0.55,1.5115,1.26,10.0225,1.15542421
E1_2_2,13.28,30.101,64.6905,6.9715,25.539,4.862,0.891,3.9665,0.4895,2.548,0.4335,1.1505,0.8835,8.012,0.86616983
E1_2_3,13.9375,29.4035,62.4245,6.8805,25.816,5.13,0.954,4.3615,0.5565,3.0415,0.533,1.4565,1.211,10.2925,1.39809808
E1_2_4,13.69,28.805,60.9745,6.768,25.4935,5.093,0.9415,4.3085,0.552,3.0005,0.53,1.4455,1.2005,9.914,8.20584125
E1_2_5,15.738,32.882,69.915,7.755,29.2545,5.837,1.0645,4.9325,0.6325,3.4515,0.6,1.6455,1.36,11.8355,1.10455522
E1_2_6,16.9165,34.2435,72.9545,8.079,30.2445,5.973,1.1045,5.118,0.6645,3.6405,0.644,1.7735,1.485,11.9745,1.14393954
E1_2_7,15.2925,32.0645,68.3745,7.568,28.438,5.6875,1.0475,4.797,0.616,3.3685,0.591,1.6305,1.351,11.295,1.69337159
E1_2_8,14.782,30.8075,65.5155,7.2965,27.374,5.486,0.9975,4.6335,0.594,3.2405,0.5645,1.546,1.292,11.206,5.73956907
E1_2_9,14.488,29.198,62.278,6.8875,25.9265,5.2395,0.9645,4.464,0.578,3.1635,0.5605,1.529,1.2775,10.2775,2.84290919
E1_2_10,13.2525,27.792,58.86,6.545,24.437,4.8795,0.896,4.129,0.535,2.921,0.5145,1.4145,1.1735,9.8055,2.38185324
E1_2_11,14.175,30.338,64.512,7.224,27.081,5.4055,0.99,4.5315,0.5815,3.1455,0.5455,1.496,1.2595,10.4545,1.70061617
E1_2_12,18.2005,36.3295,77.428,8.558,31.9435,6.3975,1.1835,5.4045,0.7,3.8115,0.6705,1.8455,1.535,12.7115,1.61072866
E1_2_13,19.2905,37.9395,78.3435,8.5195,33.292,6.509,1.2025,5.419,0.687,3.8435,0.662,1.8665,1.5315,12.7755,4.66326434
E1_2_14,14.0945,28.87,61.591,6.809,25.667,5.184,0.9535,4.4165,0.5685,3.1015,0.5425,1.474,1.2365,10.341,1.12318879
E1_2_15,15.525,31.981,68.298,7.5295,28.3225,5.6685,1.0385,4.778,0.619,3.374,0.592,1.6255,1.3635,11.158,2.63548827
E1_2_16,14.2585,30.023,63.633,7.0185,26.3795,5.2585,0.98,4.4855,0.5755,3.12,0.547,1.5,1.2475,10.6775,2.2543148
E1_3_1,16.742,35.1545,75.713,8.289,31.4695,6.11,1.1505,5.159,0.827,3.577,0.8275,1.819,1.478,12.0605,1.05125752
E1_3_2,17.186,34.796,73.257,8.0225,30.701,5.9365,1.095,5.0435,0.6435,3.4305,0.6025,1.635,1.348,10.5985,2.95721996
E1_3_3,20.4345,40.297,84.042,9.2805,34.981,6.763,1.2395,5.667,0.7245,3.858,0.675,1.8375,1.523,12.1915,3.83958773
E1_3_4,17.973,36.492,77.1805,8.485,31.914,6.1845,1.146,5.245,0.6715,3.58,0.62,1.6945,1.4015,11.3065,4.64433095
E1_3_5,18.689,37.2635,78.8115,8.6835,32.897,6.403,1.172,5.389,0.6875,3.6665,0.6435,1.747,1.437,11.3505,4.0350139
E1_3_6,17.9295,37.3655,79.0015,8.693,32.624,6.31,1.1945,5.3235,0.854,3.705,0.8455,1.8805,1.5295,12.826,1.81668113
E1_3_7,17.577,35.456,74.3375,8.1045,30.656,5.968,1.092,5.0175,0.634,3.379,0.595,1.6305,1.3355,10.8445,5.89870751
E1_3_8,17.0035,35.205,75.999,8.3125,31.558,6.132,1.1595,5.188,0.835,3.623,0.8335,1.8335,1.487,12.7305,2.60062611
E1_3_9,17.9905,35.2045,73.8795,8.121,30.6815,5.9975,1.1125,5.1195,0.6505,3.447,0.6065,1.664,1.366,10.9375,1.39874183
E1_3_10,18.0155,37.3125,79.18,8.647,32.7105,6.414,1.207,5.4115,0.8605,3.765,0.8575,1.897,1.5385,13.1355,1.68013707
E1_3_11,18.377,36.358,75.365,8.302,31.3255,6.118,1.114,5.1275,0.6595,3.53,0.6175,1.697,1.3925,11.23,1.28263163
E1_3_12,19.7755,38.5915,80.2365,8.844,33.4765,6.506,1.214,5.4905,0.6995,3.783,0.667,1.825,1.515,11.559,0.66807115
E1_3_13,17.8585,36.121,75.529,8.4545,32.018,6.2215,1.1515,5.268,0.6725,3.599,0.6275,1.713,1.4195,11.0375,5.34901738
E1_3_14,17.154,35.5955,75.3325,8.2965,31.439,6.137,1.1755,5.2295,0.8465,3.691,0.8455,1.8775,1.5285,12.6505,0.71922247
E1_3_15,19.3555,38.3755,80.458,8.7505,32.7695,6.366,1.1745,5.3345,0.6815,3.6375,0.6365,1.7475,1.433,11.9555,1.16800526
E1_3_6d,16.382,35.23,74.8265,8.256,31.266,6.127,1.157,5.2065,0.8325,3.61,0.8295,1.822,1.477,12.207,4.31359254
E2_1_1,15.883,34.99,72.9025,8.156,31.1075,6.044,1.098,5.1215,0.651,3.4485,0.603,1.6045,1.3455,12.528,7.38994552
E2_1_2,17.8505,36.146,75.6035,8.543,32.1935,6.2975,1.172,5.33,0.6865,3.6355,0.64,1.7245,1.434,12.903,4.26503166
E2_1_3,15.689,33.8495,68.7595,7.815,30.008,5.8155,1.084,4.9675,0.6425,3.4145,0.6025,1.622,1.3515,12.3005,4.76498164
E2_1_4,16.7505,36.21,75.4375,8.5445,32.444,6.297,1.149,5.356,0.688,3.657,0.638,1.708,1.432,13.604,4.1639593
E2_1_5,15.867,33.399,67.876,7.7105,29.2835,5.7435,1.054,4.8885,0.6305,3.3655,0.599,1.5975,1.3275,11.989,1.11159356
E2_1_7,16.0905,34.6265,71.386,8.08,30.57,5.9585,1.097,5.0745,0.648,3.4675,0.6155,1.6315,1.3685,12.7725,1.32375669
E2_1_8,16.1845,36.2665,74.55,8.476,31.94,6.269,1.1595,5.288,0.68,3.602,0.631,1.685,1.401,13.09,0.51369813
E2_1_9,15.38,33.8945,72.206,7.9865,30.0775,5.85,1.1395,4.899,0.7955,3.415,0.7935,1.729,1.393,11.65,4.71523518
E2_1_10,15.0875,32.7775,70.032,7.7005,29.21,5.7385,1.0885,4.8255,0.7855,3.36,0.7805,1.6675,1.3525,11.1965,4.20438344
E2_1_11,14.643,31.448,67.226,7.388,27.9775,5.4925,1.0555,4.6955,0.766,3.244,0.764,1.621,1.307,10.3065,0.59229868
E2_1_12,14.907,33.056,69.8935,7.6485,29.0925,5.673,1.079,4.8165,0.7815,3.3095,0.7745,1.658,1.3305,10.8355,1.65755708
E2_1_13,16.777,34.0285,69.975,8.003,30.311,5.8855,1.0875,5.0395,0.646,3.449,0.607,1.635,1.3535,11.682,1.29837407
E2_1_14,15.182,31.764,67.7165,7.4975,28.4785,5.5675,1.069,4.7715,0.779,3.303,0.774,1.671,1.3485,10.756,1.60175865
E2_1_15,17.639,37.7555,77.4275,8.7995,33.513,6.5175,1.205,5.531,0.709,3.7775,0.665,1.792,1.499,13.9335,2.59010553
E2_2_1,16.2455,35.019,75.7285,8.165,30.005,5.798,1.038,4.7435,0.595,3.102,0.526,1.4,1.085,9.771,0.81161576
E2_2_2,16.279,34.098,72.5155,8.0475,30.261,6.094,1.129,5.112,0.6695,3.6575,0.644,1.7765,1.4795,12.7765,1.28070683
E2_2_3,16.4225,35.0555,73.9605,8.1645,30.795,6.1355,1.15,5.14,0.667,3.662,0.6495,1.7725,1.4825,12.6075,0.4774581
E2_2_4,17.123,34.1995,70.8355,7.839,30.562,5.996,1.111,5.121,0.647,3.6015,0.6275,1.7215,1.416,11.7295,1.32292036
E2_2_5,13.209,35.089,71.549,7.928,29.545,5.558,1.022,4.4945,0.5575,2.9985,0.517,1.391,1.093,11.3495,2.09092202
E2_2_6,17.847,34.5105,73.498,8.0575,29.656,5.76,1.137,4.7645,0.608,3.2675,0.5685,1.5235,1.2005,9.252,1.26774612
E2_2_7,17.569,36.3365,76.7375,8.5215,31.95,6.3795,1.1915,5.392,0.7005,3.8365,0.684,1.8725,1.5635,13.378,2.73258433
E2_2_8,17.5115,34.0145,71.014,7.8165,30.7505,6.0195,1.1135,5.1385,0.6485,3.6215,0.6225,1.746,1.441,11.6805,1.23709359
E2_2_9,15.3035,32.5975,69.144,7.675,28.8615,5.748,1.0705,4.822,0.63,3.411,0.601,1.646,1.363,11.7975,1.29825364
E2_2_10,15.4985,32.887,69.521,7.732,29.1325,5.85,1.0825,4.93,0.6345,3.458,0.6065,1.6785,1.399,12.104,1.05268791
E2_2_11,17.157,33.7705,70.5805,7.841,30.828,6.101,1.131,5.114,0.6465,3.6,0.625,1.738,1.4285,11.787,1.09382854
E2_2_12,17.8215,36.7055,77.5935,8.584,32.108,6.4265,1.196,5.395,0.7075,3.906,0.686,1.9045,1.575,13.3895,1.3743497
E2_2_13,15.475,32.1045,68.019,7.587,28.667,5.7655,1.079,4.9335,0.64,3.494,0.617,1.6805,1.401,12.006,0.60128121
E2_2_14,15.981,33.9195,72.1055,8.0205,30.269,6.044,1.1125,5.081,0.6535,3.5845,0.632,1.7295,1.4335,12.876,2.27542339
E2_2_15,17.0945,35.9845,76.4375,8.459,31.895,6.3745,1.181,5.393,0.697,3.8125,0.673,1.8425,1.534,13.2115,0.30751923
E3_1_1,14.073,30.175,62.0265,7.025,26.862,5.261,0.9645,4.463,0.5715,3.039,0.533,1.4325,1.1985,11.0645,4.00362416
E3_1_2,16.34,36.313,74.28,8.397,31.601,6.1275,1.121,5.1235,0.666,3.5205,0.622,1.663,1.4025,13.315,1.50549623
E3_1_3,16.7555,34.366,70.463,8.0475,30.4385,5.9925,1.107,5.0775,0.6515,3.4935,0.6185,1.644,1.3695,12.0375,5.7519008
E3_1_4,17.039,35.4035,73.0225,8.211,31.1515,6.0635,1.1235,5.128,0.6585,3.505,0.62,1.675,1.397,12.322,1.38968652
E3_1_5,16.5135,34.557,70.508,8.039,30.609,5.9605,1.0865,5.0475,0.647,3.417,0.6055,1.6155,1.351,12.3805,0.6920387
E3_1_6,14.251,30.0475,61.23,6.955,26.6285,5.2135,0.962,4.4465,0.5745,3.0295,0.5315,1.41,1.1695,10.9985,4.42900562
E3_1_7,15.6995,33.4865,69.4025,7.878,29.956,5.8455,1.0545,4.9345,0.626,3.3375,0.5875,1.572,1.3075,12.0415,2.24238862
E3_1_8,16.9935,34.5525,71.443,8.184,31.043,6.02,1.108,5.094,0.6605,3.5225,0.6235,1.6705,1.407,12.604,4.13709612
E3_1_9,15.237,32.4925,66.3055,7.526,28.392,5.531,1.012,4.686,0.604,3.193,0.5665,1.5275,1.2815,11.36,1.45303041
E3_1_10,15.349,33.4805,67.708,7.695,29.218,5.648,1.0375,4.8025,0.6185,3.313,0.5825,1.5525,1.2995,11.8835,3.04831955
E3_1_11,14.5305,31.5145,64.841,7.4305,28.543,5.561,1.017,4.698,0.5975,3.1745,0.5635,1.486,1.2375,11.5735,0.88716836
E3_1_12,15.982,32.4675,67.388,7.6305,29.2605,5.701,1.057,4.8875,0.6245,3.3535,0.591,1.581,1.3145,11.7675,1.8003643
E3_1_13,16.029,33.201,68.109,7.7505,29.395,5.764,1.055,4.906,0.622,3.3085,0.5855,1.564,1.311,11.5045,1.88565463
E3_1_14,15.661,32.8755,67.4745,7.6865,29.2125,5.7595,1.0565,4.8955,0.6295,3.349,0.589,1.5795,1.325,11.963,0.39901409
E3_1_15,16.7795,34.391,70.0955,8.018,30.388,5.9415,1.1195,5.074,0.655,3.4895,0.6165,1.654,1.3835,12.436,5.00402622
E3_2_1,17.0185,37.013,77.201,8.4945,32.1335,6.245,1.1505,5.405,0.6855,3.7245,0.6565,1.8085,1.467,12.4275,1.9901615
E3_2_2,18.776,40.712,85.7385,9.3285,35.079,6.822,1.248,5.777,0.7385,4.0065,0.708,1.951,1.5925,13.108,0.64213034
E3_2_3,15.533,34.1295,71.154,7.8345,29.758,5.7625,1.0615,4.9555,0.6305,3.4015,0.5925,1.634,1.325,11.497,0.83160815
E3_2_4,18.078,39.2395,84.187,9.1465,34.318,6.616,1.213,5.674,0.721,3.92,0.6985,1.9125,1.5665,13.0955,1.04412938
E3_2_5,17.024,36.852,77.52,8.4635,31.861,6.1525,1.1305,5.282,0.6775,3.685,0.651,1.7885,1.4605,12.108,1.16820574
E3_2_6,15.8825,36.5595,76.1665,8.372,31.685,6.1385,1.115,5.255,0.666,3.558,0.627,1.724,1.402,11.6445,1.8362848
E3_2_7,17.032,37.9025,79.935,8.654,32.7555,6.3095,1.1585,5.4605,0.688,3.716,0.6545,1.788,1.455,12.4545,4.3610527
E3_2_8,17.1205,37.055,78.677,8.5335,32.0545,6.1535,1.143,5.306,0.674,3.658,0.642,1.7695,1.442,12.0315,2.11031329
E3_2_9,14.9015,33.1805,70.706,7.695,29.4285,5.73,1.0535,4.9225,0.627,3.3805,0.594,1.633,1.307,10.8975,3.10096413
E3_2_10,15.864,34.5635,73.098,8.0195,30.445,5.93,1.0985,5.121,0.6515,3.5055,0.616,1.6825,1.355,11.863,1.34289804
E3_2_11,16.4635,36.12,75.6155,8.2645,31.2285,6.104,1.1175,5.239,0.6655,3.573,0.6295,1.723,1.392,11.738,0.87478055
E3_2_12,17.802,40.2785,85.414,9.251,34.9225,6.722,1.244,5.7535,0.7285,3.9055,0.6965,1.8935,1.548,13.2215,1.24667498
E3_2_13,17.4125,37.875,79.5565,8.724,32.9865,6.4695,1.179,5.551,0.703,3.812,0.6675,1.83,1.478,12.503,1.4128532
E3_2_14,16.53,35.528,75.0125,8.2415,31.1995,6.052,1.1025,5.19,0.6575,3.54,0.6265,1.7255,1.392,11.7015,1.78021672
E3_2_15,18.0235,38.9455,83.0355,9.0945,34.247,6.6285,1.2175,5.657,0.7185,3.848,0.6805,1.889,1.5225,12.828,1.34587289
E4_1_1,15.266,33.629,70.8835,7.7765,29.509,5.6935,1.058,4.924,0.6205,3.357,0.587,1.6165,1.305,10.8625,0.77961254
E4_1_2,16.3895,35.8255,75.6745,8.2785,31.446,6.0795,1.139,5.2005,0.66,3.5455,0.625,1.717,1.4005,11.597,0.70075456
E4_1_3,16.234,36.7135,78.3035,8.519,32.1255,6.188,1.1385,5.2505,0.666,3.556,0.6265,1.719,1.4155,11.712,2.19838191
E4_1_4,14.9815,32.7085,68.392,7.504,28.317,5.447,1.0115,4.6955,0.6025,3.263,0.5685,1.576,1.2825,10.7995,1.9980857
E4_1_6,14.3415,33.911,71.7105,7.8465,29.974,5.8655,1.0725,4.9935,0.635,3.4285,0.6055,1.6675,1.3495,12.321,1.85866869
E4_1_7,15.807,35.6035,77.6595,8.336,31.6285,6.1125,1.111,5.1995,0.6555,3.51,0.619,1.698,1.3755,11.602,1.19227289
E4_1_8,16.448,36.7345,79.2985,8.5645,32.1565,6.16,1.141,5.264,0.669,3.621,0.6315,1.7335,1.4055,11.6015,1.9076631
E4_1_9,15.248,34.124,72.033,7.881,29.7275,5.7705,1.0545,4.8975,0.619,3.338,0.5835,1.6075,1.298,11.128,0.89108498
E4_1_10,16.6025,38.035,79.1565,8.6215,32.3765,6.2895,1.1585,5.29,0.674,3.631,0.6445,1.762,1.449,12.0365,1.22036853
E4_1_11,16.0665,34.802,72.653,7.8845,29.929,5.7705,1.062,4.9085,0.631,3.4025,0.5995,1.659,1.361,10.835,1.7132571
E4_1_12,16.694,37.1485,79.4385,8.6345,32.4595,6.2705,1.1645,5.333,0.6745,3.626,0.633,1.7425,1.417,11.8295,1.63599715
E4_1_13,14.3805,33.295,69.3285,7.5675,28.6455,5.4745,1.0155,4.698,0.589,3.178,0.5595,1.536,1.266,10.709,0.63264821
E4_1_14,16.136,35.071,75.111,8.2055,31.083,5.976,1.109,5.074,0.645,3.496,0.612,1.686,1.3825,11.26,1.39577132
E4_1_15,16.469,36.982,78.6275,8.567,32.283,6.1945,1.139,5.315,0.671,3.622,0.633,1.743,1.41,11.874,2.22277218
E4_1_16,14.8785,33.7525,72.0225,7.7765,29.408,5.61,1.0235,4.8575,0.6145,3.312,0.59,1.5855,1.2815,11.0455,0.76860386
E4_2_1,14.2545,31.3195,67.0305,7.397,27.8295,5.552,1.0275,4.674,0.594,3.2205,0.5575,1.523,1.2465,10.861,5.80382255
E4_2_2,14.1525,31.012,66.281,7.421,28.0205,5.6155,1.042,4.68,0.5945,3.1975,0.5525,1.484,1.202,10.854,15.6538095
E4_2_3,14.761,31.7485,67.9195,7.5055,28.1355,5.6295,1.025,4.682,0.603,3.2675,0.577,1.5685,1.296,11.1565,1.38006103
E4_2_4,14.361,31.3965,68.193,7.4055,27.7775,5.5345,1.013,4.62,0.588,3.1905,0.5545,1.518,1.2375,10.8555,1.40292726
E4_2_5,14.74,33.607,71.9405,7.7965,29.015,5.7045,1.04,4.7705,0.601,3.2975,0.572,1.572,1.2925,11.856,8.5226493
E4_2_6,13.996,30.4515,63.647,7.1165,26.6645,5.281,0.9715,4.402,0.565,3.0645,0.541,1.46,1.21,10.257,3.62808599
E4_2_7,14.106,30.703,65.4915,7.2415,27.1625,5.384,0.99,4.558,0.588,3.1605,0.5505,1.4945,1.2275,10.89,4.00244019
E4_2_8,14.2505,31.251,66.9435,7.435,27.9125,5.515,1.013,4.6275,0.5865,3.1955,0.558,1.526,1.258,10.933,3.83780196
E4_2_9,14.5625,30.9575,66.4165,7.2775,27.314,5.396,0.988,4.5425,0.585,3.191,0.561,1.538,1.272,10.458,2.0471743
E4_2_10,14.1805,31.832,67.132,7.4385,27.8115,5.5155,1.0085,4.6,0.584,3.162,0.5525,1.5065,1.2355,11.2575,3.33295367
E4_2_11,14.387,31.411,66.828,7.5075,28.3815,5.763,1.0545,4.8235,0.6115,3.289,0.568,1.535,1.2435,11.201,0.85418091
E4_2_12,14.669,31.9065,67.838,7.5155,28.163,5.61,1.0165,4.733,0.6045,3.2485,0.568,1.5405,1.2675,10.9545,2.50460064
E4_2_13,14.4515,30.465,64.476,7.1815,27.1515,5.449,1.0115,4.6155,0.5835,3.1485,0.5505,1.4975,1.2135,10.536,2.16205436
E4_2_14,13.9965,30.3155,64.6225,7.141,26.9855,5.4335,1.0065,4.553,0.577,3.128,0.545,1.465,1.1995,10.292,2.32246065
E4_2_15,13.4035,28.4905,60.5045,6.7935,25.804,5.1845,0.958,4.3415,0.56,3.011,0.525,1.4105,1.1585,9.5825,3.18853951
E5_1_1,12.7735,30.517,60.934,6.6315,25.2135,4.579,0.911,3.7885,0.464,2.606,0.451,1.304,1.154,8.658,3.25271243
E5_1_2,14.3885,36.504,72.615,7.8445,29.824,5.3845,1.062,4.462,0.544,3.0035,0.52,1.4665,1.3065,15.253,7.04415637
E5_1_3,13.615,33.532,66.5215,7.266,27.6265,5.017,0.9935,4.1065,0.5075,2.816,0.4905,1.3975,1.241,11.437,4.24215058
E5_1_4,15.1595,45.68,86.1155,8.939,32.831,5.7,1.127,4.632,0.56,3.1005,0.5435,1.5235,1.328,13.0735,2.70970801
E5_1_5,15.273,44.606,84.9545,9.0095,33.297,5.751,1.134,4.6655,0.5665,3.1205,0.541,1.5565,1.3765,13.7725,11.2028313
E5_1_6,11.161,32.3015,61.9145,6.5835,24.645,4.3755,0.831,3.5525,0.426,2.3175,0.3995,1.1425,0.9885,10.2415,2.24636839
E5_1_7,13.97,37.892,72.743,7.818,29.481,5.2465,1.036,4.298,0.524,2.8755,0.493,1.415,1.2365,11.737,9.36123363
E5_1_8,12.979,34.504,67.3765,7.3845,28.0045,5.018,0.96,4.071,0.492,2.7005,0.472,1.3365,1.1685,10.8235,4.48405712
E5_1_9,13.864,35.655,70.2065,7.588,28.7495,5.2245,1.027,4.3,0.5275,2.9335,0.5015,1.434,1.2615,16.116,4.47168245
E5_1_10,16.105,41.842,83.7525,9.2385,35.4935,6.441,1.271,4.9885,0.5945,3.212,0.544,1.5665,1.373,12.4015,1.72144927
E5_1_11,13.476,33.3835,65.522,7.1175,26.826,4.828,0.9645,3.9915,0.492,2.7375,0.4955,1.3675,1.1925,10.6905,1.23493703
E5_1_12,14.8255,42.2365,80.6805,8.53,31.623,5.5575,1.1115,4.51,0.5465,2.9995,0.5575,1.49,1.3045,12.007,9.07289648
E5_1_13,13.9325,40.2755,77.9985,8.3095,30.818,5.3755,1.044,4.314,0.52,2.8565,0.49,1.409,1.226,12.9405,7.2401311
E5_1_14,15.88,40.7415,78.9815,8.4835,32.164,5.7445,1.1725,4.6735,0.5735,3.1735,0.5495,1.5685,1.372,11.8865,4.04144274
E5_1_15,15.6095,37.2025,74.0285,8.1005,30.9545,5.664,1.1155,4.622,0.572,3.1685,0.5485,1.574,1.3695,13.098,8.14679163
E5_1_16,15.8825,46.2365,87.19,9.222,34.154,5.876,1.181,4.758,0.579,3.2005,0.555,1.594,1.416,13.7375,5.42978468
E6_1_5,7.932380165,15.4333611,31.66381373,3.489850745,13.12065242,2.583964881,0.514630065,2.476045563,0.312557228,1.602229013,0.29404927,0.776121177,0.638135174,3.611236012,2.27213762
E6_1_6,7.522943449,17.38801896,35.33330875,3.866992915,14.10028281,2.703024822,0.514483936,2.521842736,0.319436466,1.603591981,0.285635161,0.739520067,0.603811921,5.826660118,2.54840314
E6_1_7,7.539858551,15.85847724,32.68247168,3.620137601,13.4291908,2.591857192,0.522049778,2.451638598,0.307917424,1.573082263,0.282025533,0.754969966,0.629706383,4.914088332,4.32821903
E6_1_8,8.586458758,19.16311406,38.28605875,4.25583032,15.70503139,2.992528154,0.585377854,2.81411315,0.360517211,1.841229204,0.325280123,0.856731155,0.698800507,6.027366087,1.19641036
E6_1_9,9.72566494,20.43719569,41.14552147,4.580003083,17.13193977,3.329079328,0.665708801,3.129695283,0.399310142,2.045309494,0.375686645,0.991100848,0.810893354,5.993642564,3.92951746
E6_1_10,10.14079224,21.52483425,43.40023093,4.809852445,18.07551085,3.52731848,0.708022795,3.316814067,0.418438688,2.169314055,0.38791563,1.031232719,0.854817019,6.598957412,6.02009035
E6_1_11,10.91949217,25.51290132,51.01990608,5.629332544,20.87225029,4.092717777,0.721151884,3.792952854,0.476994287,2.352435287,0.412882334,1.075566778,0.879494143,10.22103988,3.35163018
E6_1_12,7.032270695,15.64540119,31.59195845,3.490525937,13.05783348,2.556292872,0.514026939,2.369870564,0.297564872,1.530153743,0.27471956,0.733177072,0.605008547,4.687659974,4.18089096
E6_1_13,7.98314254,17.86794475,35.52594944,3.974242952,14.83519085,2.85463308,0.568467662,2.652639475,0.334872716,1.718657256,0.301966878,0.816114868,0.664723355,5.585468838,2.5704992
E6_1_14,6.782273815,15.09203402,30.34709919,3.338130946,12.40892653,2.406896154,0.481741731,2.245246007,0.282333171,1.425834172,0.258495007,0.679667594,0.570784371,4.534998603,3.26890852
E6_1_15,9.895202858,21.7360736,43.66050236,4.863139224,18.13683605,3.473943199,0.70558984,3.26793386,0.416293384,2.121023089,0.385457656,1.036965589,0.858684673,6.937064637,3.91415984
E6_2_5,11.45753319,23.56820761,51.29375142,5.940192203,22.17062867,4.171549292,0.876153922,3.92257577,0.497548425,2.490686192,0.439082252,1.140067806,0.867159693,10.10963609,19.0540675
