SampleN,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S
A2_1_3,8.978428592,0.497174481,253.1507523,2611.787709,1689.575543,1557.712327,2.420898505,541.4984357,20.97313572,20.25585095,134.644493,12929.19094,5.014020148,11.46932949,21.73014239,28.35028891,4.519379514,0.900515963,0.663818086,18.78302125,11.9393683,6.444695549,5.143713178,0.668044237,0.170499709,1.633389999,4.333983373,0.289660792,1.668944539,61.40486123,17.50502218,36.49546143,3.743190314,13.12242078,2.324951278,0.437323608,2.078587205,0.250012673,1.356864167,0.243992771,0.684360914,0.558473265,0.129037088,16.33605918,16.17644302
A2_1_4,7.252256777,0.595981956,312.5739541,2300.332547,1571.51306,1494.057469,1.993877998,364.9079907,18.10113541,18.32261565,104.4131968,11397.32453,4.207566691,11.20339307,22.36798835,28.56199835,4.047812397,0.8864232,3.01810132,17.05337873,8.960747351,5.863920966,4.376802414,0.503304776,0.387249738,0.540524426,6.74135341,0.337954506,1.54958944,53.60489793,17.94177302,35.04029151,3.661745736,12.47493205,2.143623417,0.430900663,1.940385258,0.273851896,1.241119403,0.260410416,0.638439297,0.522440997,0.147964499,13.95984836,24.04309744
A2_1_5,5.795883416,0.37148332,215.0905452,1739.438414,1174.03614,1025.366947,1.538309928,285.4581384,13.82332039,12.40494881,87.27728267,8780.028484,3.355487216,8.168967433,17.88885331,17.06551834,2.944459581,0.601295897,2.437119313,12.79326312,6.753074932,4.094289212,2.875135218,0.19835125,0.101789103,0.311944641,4.151499802,0.1969741,1.180894733,41.63396401,11.45797882,23.28415872,2.386939038,8.380922047,1.454272771,0.27084327,1.399474869,0.155477575,0.848601267,0.149260057,0.417836278,0.343682255,0.080041711,8.089943057,10.00310422
A2_1_6,9.944792459,0.615928197,300.1889306,3355.618455,2042.739884,1784.531239,2.676001101,522.6404895,24.17713934,22.54641571,140.8064655,15432.12301,5.672567763,13.69950312,26.07625287,32.40270876,5.402153141,1.157969131,3.679922769,22.61141126,11.74003866,8.570521501,4.512590753,0.321586346,0.1843049,0.751335397,6.768760918,0.389874455,1.954040483,70.36547442,22.52573837,41.79759946,4.76209895,16.6197378,2.859898361,0.524038523,2.644808224,0.342121067,1.832098875,0.329094557,0.910629399,0.749406126,0.118387392,13.58010055,25.48018224
A2_1_7,6.765409886,0.395647916,299.1674253,1998.367114,1443.932879,1305.524653,1.770213515,325.0447375,15.96882943,15.09299581,94.14497463,10242.48909,3.725536276,8.853492358,23.59739244,24.69591487,3.617082559,0.780344391,2.662713807,15.16643389,8.93556316,5.268667623,3.949585754,0.425117126,0.105824777,1.394588876,6.050551739,0.239702216,1.370213307,52.24305844,14.96649423,29.26975105,3.088243808,10.59615619,1.752235222,0.343115897,1.634530605,0.19876148,1.080113018,0.193349629,0.540004614,0.447224165,0.104527986,9.830258987,16.6192723
A2_1_8,9.969073112,0.617590284,270.5793729,3102.765573,1899.347657,1655.040908,2.792754139,495.3365068,23.86838447,21.41569585,149.3892077,15151.20398,6.427933493,12.68609772,26.63973188,27.68175032,5.254953793,1.137526179,4.099424081,21.3938961,11.33057512,7.695999128,4.368440846,0.536448175,0.20583612,1.630115788,6.232714387,0.319662913,2.03018238,72.17791643,19.86188196,43.30313697,4.374050482,15.52644132,2.772489924,0.48976431,2.534819367,0.313617082,1.658750728,0.302464235,0.831686419,0.693513561,0.113643016,12.95816341,14.3385037
A2_1_9,11.37175313,0.674792657,221.5542679,3524.599054,1968.404329,1730.677246,3.118315569,665.1168026,27.93629294,26.46683557,156.3519378,17503.9619,6.458134915,14.29522728,28.76255495,31.90262792,6.07912326,1.28653706,4.380745309,23.19432887,12.1936032,8.693629775,6.113523904,1.283420634,0.225539057,0.756092038,5.883317405,0.409997185,2.203721227,73.39736523,23.65108565,52.0835765,5.119103226,17.94605709,3.164176697,0.565269106,2.889741656,0.362682205,1.913840803,0.34615363,0.958891259,0.774003692,0.178388415,14.4481301,22.03574882
A2_1_10,11.52744606,0.832614441,305.2831208,3720.432619,2055.313273,1963.985453,3.232453815,555.7451687,27.03104054,25.00890635,165.9441543,17120.89307,6.661420198,14.87127223,27.96010267,38.09726027,5.899772901,1.266558126,4.475788339,22.24713985,13.1216439,8.761206819,4.001708022,0.374078256,0.212122762,4.301825754,7.031063616,0.301542945,2.114027918,76.82149066,22.59839954,48.98002394,4.995796026,17.66600598,3.12615201,0.561983233,2.857230841,0.353109435,1.89004535,0.341352514,0.924480011,0.771207918,0.109742459,15.41811962,18.71793964
A2_1_11,9.859472508,0.68425625,236.3559002,3418.406615,2094.414009,1652.907786,2.789027324,544.7271847,26.17988474,26.14063668,152.7392435,17024.68781,6.389849123,13.75634165,26.37522823,45.3146006,5.766629562,1.294250477,4.093746383,25.74700715,10.74772401,8.346791699,3.788961029,0.365402944,0.185923212,2.344492426,6.922713996,0.295461271,2.210651156,72.00298507,24.93701734,49.97891954,5.194868273,17.70622271,2.99678229,0.542173473,2.793321134,0.334259272,1.791620365,0.316035734,0.882986805,0.735449131,0.098131761,15.33686865,21.96884202
A2_1_12,7.341024728,0.427276441,189.526784,2299.969944,1273.573522,1562.230549,1.96235156,334.6345324,16.9611562,16.88520476,110.2243965,10901.94718,4.416555257,9.765774905,15.8963216,38.05330876,3.785670561,0.813923475,2.834242056,14.53667068,9.894795617,6.162422737,3.5087607,0.089851847,0.116832329,1.211816679,5.017718484,0.199161839,1.376447147,46.50680919,15.61666197,32.38750414,3.395458927,11.96874462,2.173678721,0.417933369,1.963225688,0.246377958,1.310780986,0.232655458,0.636175589,0.532795614,0.089583898,9.980672156,30.72063877
A2_1_14,5.641931067,0.327381155,198.6784329,1712.13013,1073.476776,1001.285628,1.494424786,260.5668435,13.17343819,12.04236722,77.31021661,8578.973061,3.196567197,6.934904247,18.4970777,25.2376978,2.948475017,0.648713325,2.140444541,12.33219202,6.128676648,4.510630167,2.106300547,0.003106962,0.07814042,0.679621166,4.591474902,0.157996689,1.096313486,38.0284351,12.22902943,25.01217488,2.591828809,9.098699158,1.558855607,0.287409507,1.436056918,0.175541968,0.972663857,0.173346928,0.481742006,0.387348835,0.044694799,8.092629433,14.80026161
A2_1_15,6.108202083,0.396177232,253.3292259,2118.163307,1305.030282,1183.491285,1.621630501,332.4967826,15.63376364,15.15887427,92.74653143,9971.662635,3.650656204,9.137854688,22.6508965,34.15299637,3.678407516,0.810989685,2.299590705,15.66882061,7.239328627,5.200749122,2.385467658,0.003106962,0.083520464,0.984043722,4.067350598,0.163509987,1.29196476,43.53431589,21.20136553,36.86775273,4.180642996,13.73345749,2.120608067,0.349606512,1.853571839,0.218248784,1.150742282,0.197884387,0.549389091,0.441598418,0.050484116,11.22696381,13.4839622
A2_2_5,17.82087914,1.426003439,188.5786294,5146.129965,2721.141676,2770.062274,5.546339538,1083.089287,42.97049389,38.29555215,371.6416083,26003.37344,13.13885569,25.51871539,36.71870349,46.38970678,8.71663728,2.259321691,8.474190793,28.3381684,23.99927386,14.89084709,6.719434793,3.158375947,0.596320224,0.741353128,6.389653846,0.688335655,4.675750175,108.6134162,38.70460075,81.62475869,8.934221151,32.29292259,5.86514869,1.076057227,5.322983132,0.68609052,3.473910408,0.641096566,1.726353113,1.450747891,0.234307142,21.14269365,17.34084029
A2_2_6,18.52301017,1.630807986,157.2802766,5415.875579,2744.019327,2883.59595,5.835543952,983.0807378,45.73167768,41.82513816,347.4816208,28410.37073,12.3390455,27.78251955,46.42540769,48.34119864,9.133688953,2.373433706,9.600630469,31.70858349,23.77288238,15.5680014,4.248046245,1.903623376,0.4896254,0.443748409,7.794995339,0.592298499,5.057890552,116.4788782,40.39459215,82.90955474,9.320985768,33.60440603,6.030110641,1.069998925,5.491982032,0.689302629,3.594358333,0.650467792,1.748899672,1.450101318,0.09741723,22.33072266,13.42939848
A2_2_7,16.70587627,1.256639679,142.083822,5278.638348,2738.319763,2767.98776,5.115783267,884.5611519,40.42903042,34.3537589,413.7236436,25829.26355,14.33645578,24.04209578,30.7553593,41.95079344,7.935324792,2.067052167,7.385028665,28.1921135,24.22404686,13.99819029,3.826624603,1.241947087,0.334609568,0.875491369,6.527805071,0.42998223,4.509962536,106.1160655,32.7807559,65.80070887,7.730285195,28.48242245,5.370915258,0.986388787,4.898271977,0.617012421,3.305899901,0.589165611,1.625763058,1.369611585,0.098970452,19.33799252,10.04651933
A2_2_8,19.20034625,1.398849269,196.3974599,6076.778893,3038.646766,3187.818458,6.061597741,1058.80421,48.7838105,46.51890389,333.4353339,30323.25859,13.42011069,28.08670749,40.15280454,51.69751769,10.15284947,2.716061411,8.66010145,40.87209694,18.52768699,18.68648291,3.638735711,1.887827964,0.417208877,0.84456325,7.770657395,0.477342402,5.301339358,106.9104963,56.00348683,113.7870351,12.59192836,44.65039089,7.678267278,1.182406858,6.840888142,0.83542945,4.328896963,0.778515283,2.083889031,1.708567478,0.081022501,23.16279154,22.47686015
A2_2_9,15.32365774,1.307090386,125.8451677,4582.057929,2546.172091,2672.041638,4.602644373,663.1522792,38.66600429,36.01325269,307.7628735,24454.99915,12.52358468,24.31531948,44.27928652,70.63255575,8.593509457,2.205313879,7.269129894,29.13882506,22.87973198,14.96409689,1.919621521,1.11371112,0.387554858,0.408181227,7.005711888,0.358492203,4.130107181,99.31979546,48.53742539,102.4322335,10.51741964,36.42765698,6.157154635,1.09491066,5.55163421,0.683371626,3.503859489,0.629859368,1.694104957,1.407655328,0.02873718,26.83594927,39.16050664
A2_2_10,16.73767991,1.34172591,131.4351525,5098.544598,2757.360412,2847.55189,5.302158443,806.2956495,44.76724002,40.74452556,298.0062161,27670.94197,12.42996906,26.19266137,41.64357201,67.26678252,9.87938934,2.520756598,8.185562972,34.35408316,22.65383798,18.87469481,2.913295679,1.70083964,0.509051577,1.512504163,7.686459471,0.597786641,4.910555403,108.2485499,54.93371132,125.4839352,11.78676213,40.73745833,7.094255061,1.322376366,6.486720924,0.808127297,4.331962298,0.772392341,2.127776475,1.739231405,0.052256435,29.65885477,63.02715165
A2_2_11,17.91616651,1.258575362,125.4715588,5772.789137,2757.955806,3086.62901,5.764692336,988.3093225,45.65662513,39.02163906,447.793185,29211.18659,14.7810858,28.86254543,46.66047829,52.55713969,9.153788553,2.506437123,8.95466174,32.04238754,26.85545672,16.10252215,3.776120968,2.205174147,0.4554767,1.406581723,7.37449176,0.636957795,5.184061906,131.0500086,39.8213728,83.4439693,9.43308016,34.70430851,6.441129972,1.172844888,5.893627549,0.744840224,3.97076201,0.706134498,1.894019841,1.590240692,0.091120381,23.80810617,12.88048297
A2_2_12,18.54784328,1.530732355,151.8128942,5445.532719,2775.805397,2828.019742,6.107138059,1044.401022,49.60170603,45.11073117,346.8447308,30264.82848,13.81579834,28.34580607,40.25621086,55.76565356,10.70972623,2.831132353,8.656193524,34.61649914,21.56410908,17.60233952,5.502605415,2.677179754,0.518516562,1.163588826,7.014184433,0.711970173,4.880500579,111.6161502,64.53237406,133.0743075,13.85017413,47.58604044,7.754116645,1.347879579,6.863136671,0.8205405,4.128393921,0.738769273,2.050548747,1.711156271,0.145628664,26.92120137,31.23301446
A2_2_13,18.39692416,1.432548937,142.4702126,5363.657116,2833.959253,2830.631663,5.742954193,1079.302547,48.13810435,43.37641883,342.9829971,29223.08062,13.5003975,27.84535835,30.94101638,48.78665327,10.85069226,2.65430128,8.621836489,34.16058325,21.0821238,16.49437456,4.81277329,2.78081679,0.519539653,0.439330569,11.31926563,0.655916081,4.74335783,101.4838114,67.08188419,157.6958485,13.86672046,46.72228399,7.437586315,1.250342253,6.632337775,0.771242794,3.884919243,0.690847169,1.891017172,1.545445705,0.113590161,31.58229633,22.06533275
A2_2_14,15.20822073,1.029826476,170.0689005,4674.939647,2296.964693,2603.813106,4.517502376,781.7824812,39.25893662,38.08165908,247.0884604,24036.90814,10.21531964,22.77561632,39.11853148,44.35592754,7.699568533,2.099385999,8.569560978,31.44012038,15.17031796,13.87422052,2.860792125,1.666742657,0.435005472,0.508660471,7.01702265,0.512178809,4.343600777,88.9810813,40.12125416,86.62282175,8.983863411,31.91450048,5.56148776,1.00130401,4.991225746,0.622173388,3.255350014,0.578357775,1.572444742,1.255916938,0.052624753,21.08007833,34.86502466
A2_2_15,15.17695482,0.979606186,150.885869,4815.267947,2429.695128,2961.325476,4.761446068,824.6428282,39.26500326,37.47576916,269.0169377,24272.63447,10.57681143,23.17733047,33.97561141,38.15403752,7.908820534,2.133794932,7.568089173,30.7263709,15.10544396,14.43602729,3.138461731,1.609455574,0.381686275,3.057069621,6.840797237,0.488147216,4.26922637,90.84787138,41.17959208,90.41526206,9.288277743,33.06581148,5.878977782,0.985157862,5.358316454,0.658880348,3.454787551,0.615206533,1.682962166,1.387665566,0.056540462,20.43059945,28.09759041
A2_3_1,25.58842323,1.032937967,153.1167196,5960.264863,6835.577073,3902.912189,5.789191333,1445.113049,43.21380525,32.79381448,362.3599937,31181.64774,10.60673887,18.46961896,58.12032324,75.3788958,12.61375366,3.232778789,6.571673708,101.2489946,18.64885692,19.17938075,0.684995486,6.085989234,0.439960279,0.832069493,9.797544233,0.370024108,7.47841322,149.4527896,99.76618566,200.9662437,19.28440677,64.6677641,10.51328306,1.071762016,9.013912606,0.98643562,4.63136188,0.7956402,2.095059493,1.631073949,0.013893067,31.30944924,26.59886788
A2_3_4,26.44045133,0.906981065,153.6255376,5987.772846,6614.670653,3505.971123,6.040436652,1545.82346,44.11979243,31.94972899,336.0774244,32355.73388,10.46813632,19.59455489,59.70210062,91.75888798,12.74040398,3.244840062,6.833205814,105.3087635,17.8351149,18.50243071,0.995277477,6.525441557,0.489222632,0.252938799,9.660192578,0.418298912,7.947371017,136.1142852,94.8656939,181.9218512,18.71225483,62.9489965,10.32261787,1.051095268,8.712069015,0.962072394,4.553153019,0.78822565,2.098705512,1.622260883,0.043622706,31.73430162,28.7498622
A2_3_5,23.47191048,0.932112793,132.4461606,5270.310833,5910.796497,2818.717938,5.264482513,1377.599504,38.64203358,27.00624007,319.8634411,27482.13553,9.455907549,16.85137527,37.2221492,67.41169435,10.66664492,2.78377505,4.91248226,97.4781567,13.96429887,17.36873376,1.210117546,5.482419928,0.384488657,0.240026338,8.439909134,0.318602371,7.102695283,133.2511697,77.85077193,146.1954063,15.23091089,51.59624258,8.611188193,0.891626866,7.714534032,0.878140558,4.263715722,0.742840534,1.963182047,1.508280575,0.02031906,25.18114049,32.5441333
A2_3_6,39.42339733,1.494807857,368.7728255,8048.95975,8871.647202,4064.185242,9.100870917,2377.366855,57.79058158,46.25734566,385.5876141,38991.0354,11.94840137,28.8119066,46.7904669,71.98332994,15.03008096,2.943900731,1.848875438,125.8542682,18.41419844,22.45296298,4.638157419,9.751089792,0.689987763,2.014078863,8.148569416,0.0005332,8.188866108,141.6440051,83.61909446,154.4244952,16.40517062,54.40688487,9.338521834,1.003337886,8.939996034,1.022862003,4.791717793,0.845370537,2.283326018,1.77295939,0.124923343,26.60963256,34.82061844
A2_3_7,33.19271031,1.438465704,311.1719104,7287.889799,7710.000475,4716.383925,9.878561793,2012.798476,53.12128966,44.22437353,389.7164889,34486.44119,11.38349638,23.92635156,44.380992,68.68087922,13.28403152,2.545505046,1.315213859,105.9319563,21.53411644,26.39870324,2.43114785,9.619349151,0.635723685,0.976958257,8.106779661,0.0005332,7.092592822,145.8212309,78.06024101,145.3744339,15.3793893,52.13904515,9.315540979,1.058625013,9.197787596,1.093829549,5.368271894,0.976517661,2.671465209,2.072356868,0.068071215,24.78062355,27.78620725
A2_3_8,40.09309341,1.657388515,346.9766082,8808.040088,9553.731534,4728.624616,10.09041757,2278.017623,62.57895203,52.49931128,470.3408058,40763.48867,13.76550231,28.23236743,66.30547197,86.98822298,15.78433417,3.011710989,1.79865998,123.0288189,22.01973589,26.43825554,1.345004019,9.031318715,0.658434109,1.424694065,8.992626525,0.0005332,8.394426152,141.096834,95.50912212,184.9146281,18.63545038,62.76304523,10.74423012,1.170808709,10.35357488,1.148131538,5.436004934,0.986404858,2.644989454,2.096005109,0.043393737,31.197701,28.47259738
A2_3_9,28.33020872,1.035995897,263.3181012,6341.307284,6855.245781,5210.957645,8.384992158,1785.250538,47.61613717,45.84706001,340.9124402,31351.67205,10.20995233,22.46184156,62.61461346,62.25729136,12.20616765,2.12438056,1.401760986,91.413042,21.16779198,24.29286263,1.428435421,8.0056613,0.623239277,1.062602436,8.52345843,0.0005332,6.332301891,111.9301151,74.61859321,143.0473356,14.64663462,49.63866928,8.889573517,0.989231004,8.652256726,1.015623338,4.955832562,0.908919859,2.473455719,1.95544247,0.036850196,25.93967,28.33857616
A2_3_10,38.12796177,1.606086959,327.6000447,7699.105426,8898.200074,4552.792121,8.123684868,2156.111926,53.70592829,47.61966166,393.9280158,38088.58446,11.63188669,24.18209283,78.57783411,87.82298442,15.82171175,2.621848294,1.480381387,118.8245203,24.36892785,23.04324715,2.160263663,9.615460832,0.69892807,1.243474658,9.271235345,0.0005332,8.226197869,133.175093,102.5402771,187.1431142,19.66759626,65.27116498,10.85445286,1.169828505,9.980734511,1.08601663,4.933693019,0.869839864,2.34643383,1.789202122,0.072293922,35.94487175,30.3278772
A2_3_11,36.97397152,1.47547342,260.2377843,7219.230179,8203.022543,4552.282739,7.077313975,2033.495837,48.58886272,39.11816121,362.5822402,35950.05635,11.36761555,20.53880619,63.24889406,72.87643109,15.37339222,2.515043684,1.505057714,119.1186337,23.68202864,26.70619718,2.040291254,9.304157882,0.808016137,1.011880404,8.124430252,0.0005332,8.07831452,125.508866,100.1391586,183.0538887,19.04245931,63.76779344,10.81847562,1.192426581,10.27892186,1.147449889,5.404982025,0.975892111,2.663189195,2.030177694,0.047771254,33.37534048,30.11157614
A2_3_12,35.82796636,1.359318031,299.094095,7075.819959,7761.722194,3651.660923,6.65001307,1904.15134,47.66101929,46.59920586,334.7963421,35963.97256,11.04982411,20.6938328,58.83490526,69.90795339,15.74381499,2.507604073,1.514384726,109.3701762,21.08333714,23.59509125,1.167548575,8.363152426,0.675679263,1.051332709,6.239282723,0.0005332,7.614490147,111.9893268,109.9770491,203.2421339,20.81731814,68.07703648,11.11875976,1.246950131,10.35804026,1.114743194,5.01216077,0.884419057,2.326080393,1.788009828,0.038630692,37.18996948,31.8233329
A2_3_13,34.84267566,1.748455471,279.5617549,7063.896373,7805.551161,4071.100483,6.896516162,2096.977586,50.16567422,44.39486201,334.0558211,36348.18327,11.13178515,20.73072825,62.23032093,73.84408206,16.31840294,2.567918137,6.398678571,104.8488887,23.74062196,24.75869435,2.672926055,10.00287571,0.750652128,0.896632787,8.571800767,0.0005332,7.661887824,133.9929556,116.6458767,221.8049441,22.16776381,72.41381167,12.03155965,1.395950965,11.06380272,1.183236908,5.292394944,0.941531195,2.460824249,1.91767812,0.064527725,41.85305285,31.29146472
A2_3_14,30.49478563,1.471875487,306.0910439,6290.970307,7029.783439,3330.730565,5.995625129,1725.774062,43.36274113,36.4832189,316.0243355,32480.0574,10.07149766,18.38075289,55.46850644,71.50802654,14.74740726,2.201376763,1.474292394,101.2305637,20.15210823,21.77910729,0.968320313,7.164004768,0.649820908,0.939103375,8.349622044,0.0005332,7.436730079,101.9863496,100.954205,186.8440463,19.43273567,63.51308261,10.44910786,1.242377153,9.630479759,1.032503041,4.664593834,0.826564654,2.140705241,1.61792807,0.027281628,35.56848884,26.59914129
