SampleN,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S
A3_2_9,15.86625562,0.685200473,436.4517147,5342.283335,3987.783084,7583.17909,2.603930454,884.8423959,34.09139795,25.13496931,292.3083563,20768.90796,10.69118817,15.86339451,28.96535932,47.61362894,6.494717049,1.177551877,5.086919127,37.54986725,26.53144489,8.845577878,1.294952998,1.58967388,0.372086332,0.0985318,6.926795843,0.440636571,2.842895173,83.20340077,28.83860824,70.58243758,6.199361101,22.7392147,3.739257526,0.751237894,3.363550086,0.380656413,1.82836129,0.328916027,0.887337031,0.754829662,0.037853164,12.05693449,6.671710285
A3_2_10,19.99921934,0.931721281,669.3637866,7116.88629,5622.662606,9045.955439,3.476109206,1206.411283,43.54729188,28.93088327,340.2125758,27249.79045,12.20929217,21.48538788,38.47789799,58.7666801,8.380343407,1.553886824,6.237418214,45.77475376,29.49917903,11.17333957,2.037181185,2.216768817,0.428365115,0.196599194,7.717373445,0.479854948,3.566220476,104.3265925,38.17546586,89.60807913,8.249846528,30.07014351,4.903954037,0.995741973,4.369106736,0.494770543,2.31909158,0.418789836,1.143833689,0.931411476,0.055613877,13.27833082,7.717048341
A3_2_11,19.32568143,0.665650845,490.5128312,6552.547443,4439.634209,8546.587476,3.515005371,1223.339073,43.82174383,28.08453885,314.5791008,27673.21752,11.58682117,19.09690894,35.7874535,51.58439046,8.131855762,1.560969851,5.791186034,39.85876416,28.67888712,12.30370929,2.649544561,2.115938948,0.398179455,0.135853038,7.762171996,0.442646102,3.294358213,99.13821292,43.23089831,97.83736004,9.352625793,33.87480875,5.488779697,1.10147954,4.785647245,0.541344028,2.569119625,0.46186544,1.253941907,1.005169412,0.073677701,12.58006621,8.696205493
A3_2_12,22.08504735,0.967286514,425.517862,7234.623737,5321.117247,9261.62966,3.860715265,1375.763344,46.39271572,30.88450745,346.7246551,28567.17204,12.18552596,20.09058582,34.98557575,54.13570087,9.276064849,2.730034147,6.013339791,47.31865043,29.7834065,12.78939573,2.540026249,2.524155362,0.77046252,0.11209419,7.27913127,0.467383281,3.641177205,104.0812544,42.66950369,99.07728629,10.08900634,36.38791728,5.892237688,1.18196903,5.04870346,0.576781452,2.716107145,0.482669752,1.282465546,1.063374392,0.097292128,12.12977419,7.596079174
A3_2_13,18.60735251,0.768251152,447.9643595,5816.019009,4048.649705,9140.450712,2.810556621,1065.16041,35.19122173,27.21931156,315.1240778,20959.16613,10.22953868,18.28320012,31.42116043,49.80924202,6.902572592,2.002486566,4.627256038,42.10393833,27.53271864,9.413377,1.774609089,2.101998546,0.58703002,0.14153386,6.262796452,0.445474045,3.232795163,85.09788438,30.57748998,72.44665548,6.977243171,24.98581048,4.10244957,0.824298578,3.657665271,0.428760068,2.083711315,0.370261147,0.982927619,0.83153723,0.062667938,11.39487316,10.55854772
A3_2_14,15.90479248,0.653524576,407.2569267,4794.235792,3606.986152,7771.061544,2.325450101,860.441551,30.8383118,23.10591551,257.778789,18218.9203,9.637116723,14.47678093,29.53765705,44.51986846,5.926853658,1.720535714,4.355548417,36.02125103,23.42684492,8.296124797,1.101767801,1.591561363,0.441464908,0.09828304,5.091347493,0.419072198,2.619543685,76.36803895,25.80761289,62.51932475,5.998038786,21.49340187,3.550057881,0.699406443,3.101886319,0.357393709,1.775991787,0.316195546,0.876701258,0.733327718,0.035445654,11.23297583,7.922326352
A3_2_15,17.5233254,0.674488535,576.3005247,5652.0567,4470.40214,9702.583914,2.858031112,1025.028246,35.82999242,24.44554281,281.5505527,21672.55481,11.06203708,16.925598,39.10125219,50.41731595,7.308012519,2.124689439,5.230333749,40.71315007,27.71359533,10.64999655,1.866934619,1.895986121,0.452924264,0.122807787,6.746647596,0.439735038,2.926758772,90.29618194,35.80163988,84.11022077,8.697120124,31.24233567,5.005705501,0.958389503,4.234552256,0.481370954,2.297122613,0.411550332,1.101501004,0.912516825,0.058340428,11.41206532,11.28408643
A3_3_2,20.30304466,0.775536483,489.4621083,8123.03522,4798.888422,6951.783595,3.428264742,1702.42216,47.7786557,38.45494294,298.0906209,28574.17696,10.88220288,24.21147278,33.12836917,56.46243462,9.06095312,2.35667654,5.000143142,48.59808729,26.67602934,12.3681229,2.574420635,3.020732765,0.45890659,0.262577834,7.006686307,0.470787557,2.919606073,114.9269391,33.97617343,63.7825956,7.772842745,27.93478189,4.869897509,1.101863528,4.2779188,0.52950427,2.7391327,0.482519484,1.3077034,1.117453598,0.076629068,11.54266204,17.53035668
A3_3_5,12.49947327,0.431758871,456.7339567,5985.310931,3449.790336,3444.603984,1.631169841,934.4775484,30.57970094,24.27753441,233.24109,18226.52011,7.397400645,15.83963123,12.43957992,39.33668808,5.504492055,1.397340228,3.320120859,33.07306238,18.78772979,7.816335122,1.218044621,1.694143915,0.284418478,0.088912787,4.352957532,0.306051253,1.683590609,78.55487803,21.32188489,41.27891415,4.746168056,16.9368755,2.833586377,0.621564832,2.543645346,0.317334743,1.632095456,0.292003801,0.800208641,0.669937374,0.042116583,7.556981283,4.469177053
A3_3_6,8.093503953,0.260871474,461.5206642,3841.360263,2098.802539,2357.700428,1.177963769,615.8393228,20.58565214,16.43404244,146.202955,12208.5818,4.885432719,10.27422688,9.853548676,34.57951255,3.650034101,0.886136633,2.374996143,20.47329975,10.44168767,5.38118653,0.720482319,1.112167126,0.204092776,0.143614461,3.025051623,0.203751289,1.100921777,51.77009878,14.55075797,28.65742162,3.28671543,11.69000194,1.983046193,0.440878569,1.791996991,0.217639811,1.124637084,0.205764103,0.555127192,0.471028485,0.029511305,5.209509247,3.076899906
A3_3_7,8.993136412,0.325587964,238.2663275,3998.910924,2363.589937,2012.858148,1.219957839,653.5615731,21.78181742,18.92401023,153.7092155,13137.46224,5.444882792,10.93036302,9.268487621,27.63313429,3.803286215,0.991165277,2.504309797,22.759748,10.85824508,5.607754274,0.7914991,1.231319967,0.217348744,0.050269222,3.434360042,0.244315602,1.208000846,53.49444582,14.88289747,32.1297868,3.405299638,12.15999998,2.07725339,0.463769413,1.85793468,0.234754825,1.189584123,0.217193744,0.59013316,0.493200561,0.03286733,5.504668804,3.131591638
A3_3_8,9.373817508,0.316221718,492.5305652,4167.939043,2414.635804,2388.438992,1.385796523,687.5338256,23.87693246,19.59641544,159.4698089,14378.97396,5.50006713,11.58334154,10.07271199,28.8865572,4.068314826,1.100710043,2.808947921,22.93399652,12.63210176,5.815646941,1.048027856,1.332561795,0.249333651,0.08021228,3.909722263,0.261899344,1.311589185,59.41119583,16.16800718,32.44142451,3.636320897,13.02882456,2.215898423,0.485031399,1.968324842,0.250737346,1.265308636,0.224955334,0.623611487,0.5294211,0.037290575,6.406315169,4.173621438
A3_3_9,9.94267676,0.352084242,263.3462058,4601.666822,2657.511688,2371.741353,1.430434937,773.8485921,25.32638547,20.90329234,172.8728437,15246.43169,6.104577251,12.54265195,10.10445389,39.04619564,4.472968307,1.189645333,2.906642492,26.37886266,11.81194318,6.705521372,1.028522234,1.377733411,0.242323816,0.065404168,3.613245543,0.262748484,1.431712208,63.60320701,18.41600374,35.86482188,4.164244413,14.8618843,2.522795274,0.561449564,2.261257172,0.280481644,1.440683901,0.259826579,0.694607527,0.602840387,0.03561284,6.103199114,11.47309032
A3_3_10,8.749804517,0.40188148,425.9101769,3942.68705,2289.746751,2309.960656,1.217987763,628.2870769,21.79293713,18.33580734,155.3715654,13052.14819,5.401861457,11.36104197,9.462369353,30.60981059,3.693933403,0.978801476,2.576435242,22.19123459,11.95502638,5.636541635,0.851872733,1.125990849,0.222948066,0.069552782,3.402824643,0.24107156,1.251914253,54.23673195,15.05121958,29.82994497,3.423773413,12.31262554,2.090022067,0.457563961,1.842470604,0.229709337,1.20406161,0.216617805,0.580240565,0.48763033,0.032709335,5.746831708,4.22173618
A3_3_11,10.4384172,0.412960918,583.7739967,5187.647453,2883.242469,3414.124428,1.341017935,819.6679549,26.29536201,21.53292662,206.3058042,15635.74187,6.647486707,13.01599296,12.33072119,39.15725662,4.556009981,1.219939389,3.329342259,27.15094262,18.46957691,6.806449883,0.838119037,1.494933811,0.220133754,0.092285976,3.561833663,0.22936319,1.383051144,71.02769641,19.2480124,35.87694437,4.201381913,15.01275287,2.457926569,0.543373768,2.218623985,0.275301685,1.40310506,0.255998625,0.685589517,0.580953231,0.029004403,6.151590898,4.87643324
A3_3_12,8.59862877,0.287245837,615.4315886,4314.775236,2525.707536,2787.65679,1.142186051,696.0706307,22.67257226,18.90148976,168.3210527,13381.96852,6.016559414,11.17208463,10.30316403,37.37181443,3.929203463,1.035281678,2.279775756,23.44219252,14.14103526,5.739571581,0.722573898,1.290256898,0.203469034,0.066608765,3.322816614,0.220629833,1.164427241,57.50129837,16.00824853,30.0983506,3.568697396,12.76306612,2.097835292,0.47162824,1.894875125,0.235568995,1.195288134,0.215359134,0.584379406,0.489760229,0.027416735,5.485243822,3.359479826
A3_3_13,10.49620269,0.354997485,358.3543297,5039.087805,2803.944263,2761.337084,1.360044888,808.6780456,26.88858634,21.61206955,196.711491,15736.58596,6.430501899,13.41723729,11.12369774,42.94450863,4.760327321,1.225068958,2.803123888,27.18380042,14.81151646,7.533858718,0.884399364,1.434742831,0.22060178,0.079219836,3.820745664,0.260486287,1.436203025,67.84166903,20.4755843,38.65261043,4.534322607,16.20995461,2.770055406,0.609755399,2.488488363,0.31013076,1.577488622,0.284818224,0.776811717,0.64833815,0.030622335,6.767889267,5.526826682
A3_3_14,9.2471271,0.282890881,399.1922102,4335.186065,2581.659987,2320.911095,1.215909693,729.2687185,23.23669647,19.79549702,166.9933067,13769.95451,5.696924298,11.83580792,8.699517989,37.30094611,4.111155812,1.062811308,2.069113948,24.66251141,11.97520542,5.809065972,0.79634805,1.344418092,0.17962554,0.052497834,3.446663423,0.184816526,1.211975505,56.68210293,16.59881464,31.18705146,3.674163838,12.99234676,2.163342311,0.477404807,1.920170242,0.234228538,1.20409768,0.220911937,0.604429617,0.51491136,0.029678076,8.031813782,3.985562093
A3_3_15,9.293034073,0.297902584,415.8192036,4204.506693,2250.909523,2697.598946,1.329497236,692.9811774,23.61390983,18.98634462,161.2277992,14037.3049,5.65215703,11.51496553,11.86602666,44.11796366,4.227679777,1.068858897,2.684828648,22.70010883,13.12847594,6.331030212,0.956430983,1.322716346,0.216819375,0.082860867,3.515673662,0.240841016,1.269164649,59.1243561,17.11166004,32.5874135,3.870153767,13.95857586,2.376035,0.523510905,2.096900346,0.263646196,1.347198783,0.245325323,0.668347795,0.56429559,0.034663283,6.924395063,4.5321709
A5_1_1,22.55043349,1.134593736,341.9428289,10437.92119,3282.865005,38466.19717,4.727865789,1122.975071,39.59546283,35.80509616,475.8608829,25944.04403,10.42644918,28.33521944,30.52449981,43.04412438,6.430837242,1.070130741,1.18211179,25.94214196,89.78976462,10.92851827,6.890727869,2.523547409,0.830351001,1.051529807,5.874731487,0.0005332,4.143786322,113.2351979,22.78534391,46.62315433,5.375028099,20.24164493,3.997132888,0.792086004,3.680699602,0.510381612,2.390379436,0.464306925,1.173491821,0.966801266,0.252415655,13.66243601,6.902347586
A5_1_2,27.63816825,1.178954216,413.6238252,12942.40762,3973.564643,44239.62746,5.77924312,1266.681153,45.95561765,37.89323673,490.9851241,29162.11461,11.5941154,29.30432109,36.32458137,49.50548944,7.044441834,2.567985519,1.507115647,26.75115609,91.04379342,11.37807553,7.809601155,2.436787934,1.228476932,0.449924652,5.92535446,0.0005332,3.666807387,106.2004358,21.35335203,44.34210968,5.083332501,19.09056031,3.681875031,0.715122431,3.480853014,0.436440265,2.167752862,0.405381636,1.043769069,0.873272497,0.223705407,12.0692753,5.974706086
A5_1_3,28.14311075,1.30084261,424.7816138,13694.09917,4007.813295,47444.86503,5.975840151,1373.580623,49.43382987,40.08143923,533.3741246,30693.32954,12.24171657,31.51750523,38.4953153,50.5296078,7.15868058,2.704433611,9.542206944,26.94418305,98.80198906,12.27007267,7.606358632,2.357496206,0.589395295,1.620441795,5.769674422,0.0005332,3.695161615,108.0164122,23.00807139,47.00261484,5.329314103,20.0263793,3.860420354,0.732010192,3.657538792,0.447079616,2.30174945,0.410458406,1.088311042,0.907560765,0.174978353,15.14773814,6.161613855
A5_1_4,22.55437965,0.960135944,397.6881804,11403.27271,3419.96071,41513.51872,5.101010877,1310.069735,43.93721832,37.89279147,464.2162365,27461.20422,10.57814603,28.33504367,35.90046719,46.97504967,6.2988063,2.314385266,1.257040098,22.93660961,84.15804619,11.18647911,6.558552887,2.133163803,0.573426705,0.524953628,5.736991946,0.0005332,3.211789985,114.6013395,22.38445592,45.541606,5.043934741,18.8672636,3.583961122,0.659569268,3.369719202,0.408654147,2.118823003,0.374457879,1.001786121,0.829845828,0.159048148,11.34777756,5.655593507
A5_1_5,20.99251085,0.865627948,416.569397,10608.30382,3140.946355,38253.47593,4.549708636,1106.532968,38.77288179,35.59260985,408.3617233,24764.30763,9.925765484,26.85930383,39.68778275,42.95457756,5.586960627,2.011205758,1.314785382,21.3714938,79.0780913,10.11650062,5.789938673,1.849384832,0.50283104,1.695047426,5.51079161,0.0005332,3.013188418,85.60703008,19.63840357,40.24155249,4.566996169,17.15807177,3.325258306,0.628190547,3.126473651,0.380788572,1.915913984,0.348270286,0.924086953,0.753384112,0.146835049,10.50260112,5.083618307
A5_1_6,20.98277772,0.886939576,481.0242564,10560.15889,3064.008967,38157.38356,4.543243624,1144.910417,39.04167301,31.15005621,411.8351329,24615.00499,9.881359403,25.266885,36.84116133,41.10725068,5.607362495,2.011911077,1.442126327,21.07163566,80.6431412,9.786305696,6.570967985,2.080316877,0.521637955,1.5032805,5.669731953,0.0005332,2.964987131,85.85747098,19.45541016,39.41394931,4.447299862,16.55719083,3.125734567,0.601931504,2.97872696,0.368514749,1.870316682,0.333168533,0.894890858,0.739530215,0.171797057,10.20333711,4.833979207
A5_1_7,21.15496558,0.967553481,474.1500656,10382.60522,3237.644216,38585.40579,4.690030175,1103.637893,38.78691512,35.32166458,412.3840485,24466.55882,9.844561267,26.36280252,38.46483166,44.61766951,5.778999517,1.984606114,1.489286261,21.77537666,79.26174756,10.33005639,7.752165178,2.15436691,0.538748259,2.627484698,5.738710068,0.0005332,2.952876357,85.59549255,19.36958521,39.5584225,4.464022487,16.76750164,3.239383422,0.592157698,3.06896228,0.38203624,1.978379992,0.354504238,0.938005295,0.78120264,0.191526328,11.26415417,6.057632368
A5_1_8,23.47064547,1.035641277,447.1535236,11686.06835,3199.923971,40255.7896,4.881910907,1129.771645,40.38123732,33.57330898,439.528688,26339.33814,10.79318114,28.5186009,40.99847196,45.20057896,5.915330064,2.073509468,1.441323932,23.74540325,84.46360857,10.28603732,8.129157125,2.347674815,0.500168779,0.667679066,5.89208312,0.0005332,3.450939294,92.7797852,19.64149038,40.56573178,4.536339576,17.03685104,3.350276673,0.621095066,3.189944659,0.384919539,2.008065247,0.352821501,0.937509457,0.801431914,0.215098937,11.09167094,5.521133796
A5_1_9,22.50517282,1.138429531,402.3279902,11005.52111,3202.784115,40185.5625,4.906992867,1109.054684,41.2409972,32.68672701,430.9910827,26145.8948,10.21819952,26.63996883,34.18496495,45.43139048,5.985785595,2.048899747,10.09964759,22.3777365,85.24287135,10.56815733,6.690007345,2.05338331,0.455489302,0.696626263,5.814840241,0.0005332,3.118596644,96.41965779,21.37624914,43.3425202,4.778305342,17.95387253,3.477368969,0.653839822,3.316258586,0.400385705,2.07145362,0.363051797,0.964547844,0.824049713,0.168600148,10.94860005,5.595134653
A5_1_10,22.36724735,0.940411642,383.8781724,11216.37324,3341.21427,40122.83775,4.634501451,1158.058295,40.77699233,32.69112634,432.4907574,25962.99835,10.17567075,26.48778725,31.21698775,44.39910253,5.963559651,1.939328669,1.270377174,23.3527393,87.45443861,10.77995217,5.189470826,2.346524805,0.458972601,4.095006591,5.632221761,0.0005332,3.238068505,104.2872947,21.05833951,43.18976615,4.791460749,18.23527265,3.521952674,0.663522128,3.348622461,0.40726348,2.085330948,0.377168989,0.976626228,0.832077301,0.139676511,11.34414218,5.926464135
A5_1_11,21.80088361,1.076476149,395.9038527,10928.89511,3203.504847,39402.0398,4.75497054,1080.714863,39.91125652,32.80022619,425.6913474,25508.4824,10.2198786,26.50318426,33.3418144,43.13879379,5.990845188,1.962204877,1.540208625,22.50127354,84.43118679,10.75458503,6.394945318,1.985235521,0.519318441,1.096458714,5.651608183,0.0005332,3.124350843,95.70133814,21.61576299,44.15407642,4.878491543,18.25503338,3.571510936,0.663144693,3.345624892,0.406234244,2.11598391,0.374240872,0.992312494,0.831434416,0.157470646,10.78441404,6.170788199
A5_1_12,19.77176632,0.936777946,350.1820923,9964.711202,2990.462456,35422.1852,4.363770176,1004.913089,37.37034905,30.95153206,392.1741494,23783.43199,9.498749105,24.72702965,29.84039492,38.9232821,5.537105565,1.831142503,1.125412583,20.946465,78.18228102,9.918341434,5.946160223,1.842444321,0.465847654,0.975095912,5.448870083,0.0005332,2.855777083,85.38097877,21.27829656,43.21002552,4.718737232,17.53546548,3.318754346,0.590884791,3.142810635,0.375867262,1.927178,0.343184074,0.905703246,0.754113611,0.151180369,10.00536018,8.036119985
A5_1_13,17.72383528,0.812403282,340.6073848,9305.063393,2629.805288,34003.40129,3.989213539,980.1487959,34.71034567,28.31903762,366.4063318,21819.12726,8.746021421,22.28220289,30.16199944,35.97868405,5.007577833,1.695542999,0.962431056,18.21858814,72.16350712,9.136371104,6.702684751,1.849002907,0.413847181,0.439935733,5.51189151,0.0005332,2.50839649,74.31956735,18.98801911,38.24717493,4.180475899,15.58457215,2.96243562,0.564622791,2.84626485,0.34094353,1.76355181,0.320472225,0.841922085,0.715019774,0.173341609,8.947196846,4.925694497
A5_1_14,19.3164877,0.939890342,337.0411396,9714.882849,2797.07679,34736.64111,4.259557142,975.7954258,36.40310828,32.47187773,398.0055959,23427.27769,9.477458986,24.43572784,31.01675586,40.11145484,5.455243492,1.781355498,1.116670294,20.13259211,75.0020943,9.578694417,7.509738198,2.09745641,0.449899851,0.503682592,5.585392299,0.0005332,2.870045946,92.18207854,20.50975286,41.70430092,4.580117182,17.1726106,3.308016496,0.615704305,3.118894056,0.373445934,1.891191572,0.337117412,0.885438587,0.74451991,0.197984703,10.17145917,5.283864888
A5_1_15,18.96327383,0.851770185,345.0045202,9860.183617,2825.447888,35730.42108,4.222065759,1014.471204,36.8160506,31.51141044,397.1125882,23485.33925,9.620424115,29.54650674,27.43852713,40.19904762,5.242637467,1.697246573,1.15785438,20.45065819,78.99124024,9.733432059,6.74529103,2.049117691,0.445867826,0.531530828,5.566254717,0.0005332,2.907395261,83.98810914,19.25236224,39.57367721,4.343434695,16.36762615,3.145185789,0.587371453,2.967398505,0.363101908,1.885385831,0.340233852,0.899676995,0.769014617,0.185610072,9.520812012,5.152798673
A5_1_16,21.31645332,0.941411874,268.4883195,9048.909083,2627.280225,33149.54062,4.01309957,1029.905589,34.06342221,31.59468884,391.5852083,21841.44058,8.88338547,23.57047372,29.98753959,33.83821977,5.458734719,1.824482125,1.188034999,20.67732193,76.11780451,9.646402145,5.36078244,2.537397581,0.872206661,2.800395714,6.058476872,0.699241076,3.346226757,90.12529449,20.03712926,41.42629883,4.942157928,18.50037412,3.575897882,0.696304852,3.311790485,0.441304983,2.142044711,0.405616563,1.052007801,0.886690357,0.205987191,12.85896203,7.029605464
A5_1_13d,18.69869554,0.89901215,347.7869791,9588.789346,2610.211355,35850.0435,4.014601706,1026.363295,35.2600806,34.21857407,375.1267368,22854.83743,9.043528815,26.8224807,28.72170558,36.90081828,5.189866199,1.803285892,1.229798754,18.30036074,77.61094786,10.21090374,7.54572351,2.124782469,0.652753133,0.662812003,5.558218008,0.0005332,2.613968537,74.46683875,21.33293408,43.97286699,4.858191385,18.14853591,3.524631756,0.620462678,3.302349731,0.400928936,2.033793971,0.361983949,0.953146951,0.792451297,0.210522867,9.322511584,6.014371095
A5_1_14d,23.45521099,1.085160677,366.2426788,11236.83601,3535.733858,40005.9773,5.056888109,1012.472518,41.54885925,35.78037389,469.9297083,27192.5808,11.01996687,28.41830649,31.3800144,45.2474793,6.31216257,1.983451818,10.5127545,25.07578685,91.23947968,10.8449723,7.494611073,2.140318148,0.523099229,1.139943415,5.88517675,0.0005332,3.452837229,106.469915,21.77317867,44.58513746,4.851976286,18.08161353,3.515228913,0.666257495,3.368229736,0.412568622,2.129651234,0.377992946,1.01044276,0.847912698,0.17404719,12.11013167,5.823221384
A5_2_1,16.92052929,0.596886568,233.1996764,7349.115506,2353.3669,29797.82413,3.639743765,1026.349538,31.77251776,30.50823963,353.8089253,19687.49541,7.725758387,21.57408075,21.11146557,32.95071114,5.080265033,1.643105586,1.129433314,19.18149075,73.34668764,9.524256031,7.203821697,2.345828638,0.819870078,1.855275745,5.996531596,0.634848754,2.970837431,88.17597326,21.82243978,44.69940719,5.24711237,19.58436457,3.743651148,0.677970677,3.482892175,0.432447845,2.159889168,0.393320022,1.04274973,0.8564335,0.24629845,11.07500453,6.668130495
A5_2_2,17.64695711,0.648056832,267.2044431,7713.975733,2438.275817,30427.61027,3.790074929,1080.0886,33.10144069,29.42116902,366.0023695,20598.46189,8.134122861,21.06403411,26.83812603,35.0324456,5.381996289,1.789124598,1.319842143,20.06604126,74.8969298,10.02725941,8.067381971,2.585826226,0.629304339,0.665176403,5.975891868,0.672894745,3.086388576,90.79946669,24.29001941,49.99655385,5.774068072,21.3355535,4.014608615,0.704208706,3.743819384,0.455475288,2.291569693,0.407108753,1.094815628,0.903284468,0.266773922,12.5115719,7.89992677
A5_2_3,15.28313929,0.588081821,227.3575005,6822.397002,1916.439029,27364.7976,3.324981424,1150.405321,31.57177976,28.26922345,337.5720798,19477.47453,7.383077456,20.13754778,22.90021101,30.30655474,4.679250787,1.754032414,7.376172268,15.61031897,65.06892301,9.932720801,7.312799601,2.835998076,0.6173780719999999,1.016640517,6.028213269,0.609732758,2.550452715,78.57705664,25.74821456,50.31886809,5.989105816,22.18510802,4.098304591,0.677276009,3.779312829,0.455567596,2.323516883,0.41387084,1.10945133,0.904754448,0.255111678,11.19246753,7.973670255
A5_2_4,16.91533564,0.699121646,247.5206005,7631.436104,2226.933441,29787.35879,3.571812991,1064.310923,32.82486803,29.8976827,365.2702889,20626.35506,8.049265649,21.68862668,24.32349852,32.77416981,4.96231426,1.71520207,1.170122155,18.51355768,73.3794036,10.24850743,7.376791937,2.611586731,0.478757581,0.948166391,6.204955378,0.614376121,2.92656254,87.81997611,22.90698136,46.88012089,5.515358458,20.76692532,4.032993585,0.726862355,3.812150274,0.47480901,2.358903652,0.421603434,1.118356632,0.932821255,0.247271302,11.83524492,6.922187664
A5_2_5,15.3075864,0.631575163,257.1421745,6994.22329,2028.100749,28175.15762,3.359715093,1068.092473,30.86429298,25.93031576,342.2449908,18985.95871,7.383994481,19.11050289,23.73380459,30.7803198,4.85605172,1.709125607,1.216331149,16.78044169,69.24484479,9.466443367,7.868790171,2.491316458,0.381864787,0.678551723,5.870432498,0.659819655,2.625586284,88.81897533,24.96517277,51.86314271,6.098626512,22.93259005,4.202168651,0.72875348,3.853633221,0.451770685,2.238577613,0.394630182,1.050868212,0.871366928,0.278328653,11.25991593,7.765345458
A5_2_6,18.99423694,0.818421253,559.8171705,8501.236205,2637.321718,32534.39993,3.926199091,1091.130701,34.81348931,32.5048229,403.516954,22466.85426,8.982508377,23.65192599,25.74557539,40.07610372,5.615460104,1.885787259,1.262883201,21.80104656,80.32447128,10.58577765,7.810621628,2.502062398,0.535098107,1.226285127,6.237028415,0.718005064,3.446326529,100.5419963,22.80709796,46.92300194,5.472934872,20.79077823,4.089585377,0.749479106,3.840076436,0.473667653,2.402085279,0.436459052,1.193271443,0.951785093,0.25681558,13.8029871,7.061055635
A5_2_7,11.01411642,0.460253584,172.1374757,4713.048472,1273.621695,19264.3138,2.11955874,552.6264521,19.37835567,16.72596672,236.032948,13322.68123,5.219523957,13.29628104,16.145652,23.84096404,3.085702601,1.087950667,1.068388727,11.03117273,47.41769328,5.844544821,2.898304923,1.342483662,0.792050672,0.247878197,3.379718007,0.458342436,1.872634585,53.58144265,13.3209707,27.08501406,3.230637255,12.24046952,2.343744222,0.445703938,2.179713414,0.288850914,1.346692068,0.258967144,0.653408198,0.53427557,0.112871092,11.6354631,4.069842507
A5_2_8,10.57484097,0.419736938,145.9740967,4883.12011,1351.490875,20255.88792,2.199717922,573.4246636,19.4328628,16.80144935,245.0129299,13507.97737,5.360255502,13.55085562,15.84016751,24.61516897,3.088936069,1.113997859,0.796316465,11.84813253,50.68014636,6.03097778,3.325034653,1.181673372,0.468755798,0.414266251,3.166001125,0.413888751,1.978838702,56.98745707,13.60498195,27.79417445,3.287438733,12.54403098,2.421984709,0.447073025,2.217264521,0.273263951,1.371672088,0.245973775,0.65155549,0.509029927,0.099441612,9.422950292,4.711703686
A5_2_9,12.50685192,0.443994205,167.6530851,5864.412456,1527.086597,24254.95944,2.660111187,707.5242897,23.59350875,19.96055785,287.0918244,16082.28383,6.318625252,16.16137551,17.5516891,30.26979514,3.885959601,1.379140677,1.002400759,14.09595957,61.47111646,7.267198468,4.297048503,1.25609058,0.391806004,0.196468311,3.857694166,0.534288126,2.42277883,67.51143002,17.51470659,35.48163901,4.144853013,15.62250357,2.940967556,0.533359518,2.664588178,0.32780502,1.66075749,0.29160834,0.776378806,0.819233332,0.125556705,8.967574104,5.381102262
A5_2_10,8.007256637,0.353668535,128.4763572,3957.89638,1040.336823,17821.42962,1.912690522,508.4175527,17.57205652,15.02027517,206.5384518,11835.17317,4.58309107,11.56531696,14.56678813,20.97830498,2.736970343,0.960959827,0.86150208,9.424255384,44.12023277,5.4720064,3.071488634,0.814675654,0.263965784,0.262636854,2.935958193,0.373618785,1.587443145,45.95454701,12.98470452,26.2696595,3.086734637,11.74991793,2.232176826,0.382043832,2.028503072,0.24861685,1.215338769,0.216458587,0.568520993,0.45267787,0.090909386,8.610532605,3.85779001
A5_2_11,7.867500795,0.291690241,108.5193216,4042.121927,1111.538332,17654.53963,1.875657932,516.9299232,17.4487985,15.02243343,213.6028116,12003.93702,4.716692887,11.9608329,12.31985822,22.52178963,2.79393895,0.927747373,0.812477418,10.38148758,45.30449753,5.618124702,3.213177581,1.03727073,0.259290108,0.194535379,2.818573736,0.389339923,1.74361062,49.92187311,11.93688418,24.16197665,2.837844423,10.75693205,2.0844571,0.382553088,1.910229609,0.24157674,1.232569083,0.218790701,0.582906911,0.481975625,0.097928968,6.565640619,3.399913209
A5_2_12,8.647329652,0.321184068,144.6773732,4739.758607,1383.861227,20337.09024,2.221086627,599.1862609,19.94392987,17.54487388,253.2415781,13842.55805,5.517017666,13.85519899,16.27134542,29.39150842,3.268418717,1.076952152,0.97362366,12.39752345,51.74224693,6.073092406,3.341943731,1.314157548,0.281164655,0.439323104,3.309272209,0.437485875,2.083718681,62.69705907,13.38407329,27.28911518,3.220737866,12.22592033,2.384835662,0.435794149,2.143017213,0.261849673,1.376377406,0.243760194,0.642585365,0.52133134,0.096998097,7.910751539,3.931358077
